SMILES,des_gap,pred_gap,Err_pred_des
CC1CCC1(C)CO,8.623,8.841291,0.0253150211773519
CCCCOCC(OC)C(C)OCCCC,8.534,8.750495,0.0253685208542552
COC1=C(C)CC(CCCCCN(C)N)=N1,6.242,6.400532,0.0253975919254771
CC1CCC(CC2CC2(C)O)C(CO)C1N,6.9688,7.145971,0.025423433213841
CC1CCCC2CCC(CO)C(C1)C2,8.985,9.213899,0.0254756437120136
OCC1CCCCCCCC=CNN1,6.509,6.6750927,0.0255173908655023
CCC=CCC(CC)OC(=O)OCO,7.358,7.170127,0.025533172740143
CCCCNCCC1(CN)CCCC1,7.162,7.348359,0.026020540068583
CC1CCCCCNOC(CO)CCCC1O,8.691,8.462523,0.0262888665989894
CC(C)CC1CCCCCCC(C)(C)C(C)CC1C,9.097,9.336474,0.0263245486028512
C=CC(=CCCCCC(O)CN=C)CC(=C)CCCC,5.437,5.5803537,0.0263663301227591
CC1CC2=C(C=CC=CO2)CCCNN1,5.657,5.5042586,0.0270004184797751
CCC(CCCCC(C)O)N(C)CC,7.992,8.208599,0.0271019883103318
CCCCC(C)(O)OCCNCCOC(C)C,8.958,8.714118,0.0272250498051781
CCCCCCCCCCC1(CC)CC1,9.227,9.480034,0.0274232008791285
CCC(OC)C(CC1CC(CC=O)C1C)OO,7.562,7.3526974,0.0276782104685899
CCC(C)OCCC1CC(CC)C1C,7.3688,7.5728197,0.0276869652830626
COC1(C)CCCCCCC(C)OC1,8.999,9.253146,0.0282416014634763
CCCCCCCCC1=CC2=C(C)C(C1)C1CCC1C2,7.704,7.4847436,0.0284600733225219
CCCOC(CC(C)C)C(=O)CC,6.773,6.9693503,0.0289901576822941
CCCCCCCCCC(C)CCC,9.709,9.990531,0.028996906757895
C=CC(O)OC(C)=CC(=C)OC,5.6409,5.8056192,0.0292008792581199
C=CCCC(CCOC(CCC)CCC)COC,8.019,7.7841063,0.0292921493231529
CC#CCCOCCC[PH](=CCO)CC,7.031,7.2403975,0.029782030053777
CCC(CCO)OCCC(C)(C)C,8.876,8.609032,0.0300775487555099
COCCCC1(C)CCCC2(CCCC2C)C1,9.372,9.087199,0.0303884751258423
CCC(CO)CCCCCCCC(C)O,8.433,8.690152,0.0304935572481828
CCC1CC(C)C1CCCC(C)O,7.802,7.5600834,0.0310069995793095
CCC1CCCCCC(COC)(C(CC)CN)CC1,9.342,9.048245,0.0314445054600005
CCOCC1(O)CCC1CC(O)OO,8.264,8.00078,0.0318513909014011
COC1CCCC1C1CP1,8.651,8.375221,0.0318782507870297
CCCOC(C)CCCC(C)C,7.418,7.1811,0.031935846365247
CCCCC1CCCCC(CC)CC(C)(C)C1C,8.958,8.668076,0.0323648625225009
CCSC1=CC=CC=CCCC(O)CS1,5.203,5.034337,0.0324164820753014
CCC(C)OCCCC1CC(C)C1,8.414,8.688176,0.0325857089482211
COCC1=NNCC(CCCCCCN)C=C1C1CO1,6.441,6.230665,0.0326556114098463
CCCC1=C(CCCOCO)C1CO,6.7457,6.523699,0.032910030573151
CCCCNCC(C)C1CCCCNC1,7.412,7.6568336,0.0330320626931517
CCCCCCCCOOC(C)(CC)CCCC,8.31,8.035303,0.033056183412187
CSCCCSC(C)C(C)CCO,6.335,6.1207232,0.0338242703191671
CN=C1CC=CN=CC[C][N]N1,2.966,3.0665858,0.0339129397134401
CC(C)NCCOCC1(C)CS1,7.494,7.239532,0.0339562324705141
COCCC1CCC(=O)C1(O)COC,7.543,7.286677,0.0339815877373048
CC(C)C=CC1COC2C=CC=CC=C1OC2,5.067,5.23924,0.0339925339500979
C=CC(CC(C)CC)C1CCC1C,7.513,7.256895,0.0340882383458516
C=CCC1C(CC)CCCC1(C)OC,6.89,7.126067,0.034262287599428
COC1OCCCCC(OO)C(C)O1,8.259,7.975393,0.0343391671569285
N#CCCc1cccn1C1NCC1CN,5.758,5.5597067,0.034437879832017
CCC(CCCC(C)(C)CC)COO,8.833,8.524334,0.0349446446442407
CCCCCCCCCCCOCCCCC,9.619,9.281683,0.035067785826006
CCCCONCCCC(C)CCCOC,8,7.717532,0.0353084802627563
C=C1NC1C(C=NC)OC(=O)OC,5.374,5.565404,0.0356166613869478
COCCCC1C2CCC2CCCCCCCC1(C)C,7.957,8.24211,0.0358313751891883
CCC(C)CC1CC(CCCO)OC(CC)O1,8.558,8.867216,0.0361318193771316
C=CCC(CC)CCC(C)CCCCCC,7.083,7.341011,0.0364268032420275
CC1OC(COCCCN(C)C)C(C)C1C,7.774,8.06024,0.0368201430241982
CCCCC1CCCCCCOCCC1CC,8.523,8.838577,0.0370265482233736
CCC1C2C3=CC=CC(C)=CCC14C3CCC24,5.415,5.61673,0.0372539636500985
CCC1CC(C)CCC1CCC(C)C,8.909,9.242617,0.0374471493368933
CCCCCCC1CCC1OC(C)CC,9.078,9.418069,0.0374607717342171
O=C1CN2CSS[SH]2NC(CO)N1,5.26,5.062721,0.0375055559687741
CC(O)PC1=NN=C1CCN=N,5.366,5.164608,0.0375311215600103
CCCC1CN=CCOCC(COO)=N1,5.4967,5.70301,0.037533444110989
CCOCC1CCCC(CC)C(C)CC1,9.861,9.487909,0.037834974443099
COC12OCCCCOC1(C)O2,7.181,7.4550204,0.038159090336145
C=C1C=CSC=C(C[C]=O)C1,3.984,4.137044,0.0384146468227647
CCC(O)C1CCCCOCCCCCCC(O)CC1,9.105,8.75145,0.0388303585984693
COP1CCNCC(C)(CO)O1,8.563,8.230024,0.0388853979016053
CCCC1CCCC2CCCCCCOC12,9.233,8.872526,0.0390418965858072
CCCCN=CCCC1C=NCC1CN,5.829,5.6011558,0.0390880497677041
CCCCC(C=CCC(CCOC)CC(C)O)OC,7.742,7.4378123,0.0392905801680931
CCCC(CC)C(CC)C(C)CO,7.938,8.251971,0.0395529408934255
CCCCC(O)CCCC(C)OCCC,9.105,8.744641,0.0395781104869728
CCCC(C)=CCC(CC)CO,6.095,6.336483,0.0396198526183732
CCCCC1CCCC(C)C1OC,7.573,7.875565,0.039953129807536
CCCCOC(CNNCCN)C(C)C,7.317,7.615285,0.0407660133577654
C=CC(CC1CC1C)C(=O)CC,6.286,6.0288444,0.0409092655843357
CCC(C)CCCC(C)C(O)C(C)C,9.271,8.891352,0.0409500917021788
CCC(C)C(CCC=C(C)C)C(N)COCN,6.403,6.6659994,0.0410744045816994
CCCC(COC)(C(C)C)C(C)(C)C,9.785,9.382904,0.0410930962969469
CCC1(C)CCCCC(CCOCC(C)C)C1,9.472,9.082745,0.0410953760147094
COCCC1OOCCCCCC1C,8.21,7.8705864,0.0413414865695894
C=[SH]C1CN(C)CC1=P,4.732,4.930865,0.0420255306305163
CC=CC1C=CP(CO)C1C=O,5.048,5.263674,0.0427246003067815
CCC1CCCCC(CCCCO)CC2CCCC(C1)C2,8.999,9.383889,0.0427702187246608
CCC(=O)CCCCCC(C=O)CC,6.335,6.062953,0.042943489297507
CCC(N(C)C)C(O)(CC)CC,8.172,8.523114,0.0429655169367031
CCCCCCCCCOC1CNCC(C)C1CO,8.332,8.692289,0.0432416409525914
CCC1OCC2COCCC1CO2,8.223,8.579241,0.0433224855831442
CCCCC(CCC)CCC(C)CCCCCC(C)C,9.097,9.491705,0.0433884732104978
CCCCCCCC(C)C(CC)CO,9.078,8.678175,0.0440432944994294
CC1CCCCCCC(CO)CCCC1O,8.438,8.809698,0.0440504983240576
CCC1(C)CCC(C)CC(C)CCCC(=O)OC1,7.611,7.9485126,0.0443453625238078
CCSCC1=C(O)C=C(C)CC1,5.938,6.201662,0.0444025031321376
C=C1C=CCCNC(C)C(C)CN1,5.693,5.4388685,0.0446392898921406
CCC(CC)CC1CC1CC1CCC(C)C1,8.773,9.170248,0.0452807513525831
CCC1CCOC(CC(C)CO)NC1,7.317,6.9855046,0.0453048206604096
CC(CCCCCCCN=C(N)N)CNC=O,7.08,7.4007993,0.0453106319836977
CCCN(CCOO)N1C2=CCOCC1C(O)CC2,7.442,7.1016984,0.0457271703050137
[O][C][C]N[C]CNCC=O,3.186,3.3323758,0.0459434290165731
C[C](C=O)CN(CO)CSCC(O)CO,5.4994,5.7567954,0.0468042707098144
CCC(CC)CCC(C)CCCCCCO,9.475,9.029509,0.0470175629869929
CCC1CCCCC2CCCC(CC1)C2C,9.753,9.292454,0.0472209816600902
CC1C2CCCC1OCC1(CC1)C2,8.21,8.598556,0.0473271089988271
C=CCN(C)C(C)CCCCC,6.365,6.669152,0.0477850405325219
CC1OC1C1CC(O)N(C)C1O,7.968,7.5864463,0.0478857573735187
CCCCCC1NCCC(C)CCC(C)C(OO)CCC1C,8.583,8.171501,0.0479434743483667
CCC1=C(C)C=CC2=CC=COC=CC2=CC=C1,4.046,3.8501484,0.0484062186338734
CCCC1CC(C(CC)CCC)CC1C,8.974,9.408596,0.0484283528881613
COCC(C)(C)C(C)C(C)(C)C,9.619,9.15122,0.0486308013665377
CCON(C)CCCCCC(C)CCO,7.363,7.7217603,0.0487247416786277
C=C1CCC1CCC=CC(C)CNOC=O,5.3117,5.571746,0.0489571836695518
CCC(CC)CCCC(C)C(CC)CCC1CC1,9.198,9.650287,0.0491722846813994
CCC1CCCCCCCCCC(OC)CCCCC1,9.315,9.776619,0.0495565171786937
CCC1CNC2CCCC1CC2,7.97,7.573779,0.0497140393801585
C=CCCCCC=CC1C(C)=C1C,5.6627,5.381106,0.049727886024195
CCCCOC(C)(C=COCCO)OC,6.773,7.1144733,0.0504168526348011
CCCCC1CC2(CN)C(C)CC12,7.355,7.7300334,0.0509902648095935
CCCC(C)C(CC)C(C)(C)O,9.042,8.579176,0.051186026421513
CCC1CCCC(C)COCN(O)CC1,7.538,7.9263864,0.0515237936261289
CC1CCCCCCC(C(C)C=O)CCC1,8.172,7.7480583,0.0518773471498047
COC1=CC2=CC=NC2=CC=CC=CSCC1,4.084,4.2972007,0.0522038882906594
CCC1CCC(C)CCCCOC1C,8.558,9.005417,0.052280541027949
C=C1CC(CC)C2COC12CC,7.225,7.603334,0.0523645605595467
CC1CCCOCCCCC(O)COC1,9.32,8.83024,0.0525493294384347
CCCOCCC(C)CCC(COC)COC,8.335,8.778005,0.0531499275706381
C.CCCCCOCC(C)CCC1CCC1,9.149,8.653407,0.0541690789307253
CC=C1CCC(=O)C(CC)C1,6.242,6.5817857,0.0544353859121316
CCC1CCCC2CC2N(C)CO1,6.509,6.865721,0.0548043056903557
OCC1=CCC(COC2=CC=C2)C1,5.7062,6.019283,0.0548671301112082
COC(CO)C(C)COC1C(C)CCCCC1O,8.928,8.4375515,0.0549337479376025
CCCCCNC(O)CC=CC(O)CO,5.891,6.2154303,0.0550721880333712
OCCCCCCCCCC1CCCCC1O,9.004,8.505127,0.0554057137799866
CCCOCC1CCC(O)C1C(C)CCC,9.037,8.535985,0.055440412417732
C=CC(CCCCCO)CCCOOO,7.924,7.4827237,0.055688577369871
CCCCC(C)CCCCCCC(O)OC,7.989,8.435837,0.0559315048181484
CCCCOCCCCCCOC(C)COO,9.407,8.880763,0.0559409956528072
CC1CCCC(SC(O)C=O)CCO1,7.97,7.522484,0.0561500846068264
CC1ONCCC=CC=CC=C2C=C2C1C,5.301,5.598882,0.0561935858014978
[C][N]OC1C=CC=NC=CC(CO)=NS1,4.354,4.107895,0.0565239096323065
CCCCNNC1CN1,7.774,7.3326097,0.0567777651822871
CC1CNNC(C)CC(CC=O)NC(C)C1,7.241,6.825055,0.0574430158299284
CC(C)OC1CCC(NO)CCC1C,8.215,7.7430906,0.057444841195662
CCCCC(O)(NCNCOO)OC,8.055,7.5878243,0.0579982191638721
CCCCC1CCCCCCCC1(C)C,8.876,9.393814,0.0583386758578259
CCC(O)C1(C)CC1CCCOC,8.958,8.43529,0.0583511568867061
CCCCC(C)C1CC(C)CC1CCCC(C)NC,7.774,7.3198304,0.0584216082283179
CCC1CC=C2CCCC(CC1)C2,7.932,7.467714,0.0585333039769006
CCOCC(C)CC1CC(OCC(C)O)C1,7.87,8.33174,0.0586709503600376
CCCCCCC1CCOCCC12CCCC(C)(CC)C2,9.475,8.918891,0.0586922476977346
CCC1CCCCCC(OC)CCC(CC)C1CC,8.819,9.338724,0.0589323207112528
C=CCCCCCCC(C)(OC)OCCO,7.543,7.9887257,0.0590912981879153
CC1CCCCCC(O)C(CC(=O)O)CC1O,7.363,7.7981744,0.0591028631340626
CC1OCC2CCC(C(CCC(=O)O)O1)C2(C)C,8.158,7.673646,0.0593716630049562
CCC1CCCCCCCCC(C)COCCC1,9.861,9.272192,0.0597107797036028
CCCCCCCCCC(O)=CO,7.195,6.764324,0.0598576527821513
CCC1CCC2CCC(O)C2C(OC(C)(C)O)C(=O)C(C)C1,7.187,7.6219077,0.0605131085333314
CC1CC(O)OOCCCCP(CO)N1,8,7.515672,0.0605409741401672
CCC1CC(C(C)C)C1(C)C,8.923,9.465942,0.0608475157248123
CCCC(CCC(C)CC(C)OO)OC,7.241,7.687303,0.0616355567260962
CC1(CCC(N)=O)C(O)CC1O,5.973,6.341408,0.0616788508084558
CC1CCCC(C)N(C)C(C)OCC1,8.583,8.052722,0.0617823631324844
C#CC(C)(CCCCCC)C(CC)CCCCC,8.833,9.379202,0.0618365095707105
CCCCOC(NC)(OO)C(C)CC,8.667,8.129371,0.0620317653868594
CCC(C)(C)C(C)(C)OCOC,7.87,8.359233,0.0621642824049371
C=C[N]N=C1CC(CC)[C]1O,3.279,3.4828615,0.0621718569258504
CCCCCN1CCCCCCNC(C)C1,7.823,7.3330884,0.0626245177067959
CC(C)CCC=C(O)C=CC=O,5.3117,4.9729686,0.0637708119173479
CCC1OCCOCC=C(CO)C1C,7.3335,7.804782,0.0642642549611133
CCC1NNONC1OOC=CC(C)C,6.506,6.087443,0.0643340186122891
COCCC(O)CCC(C)(C)C(C)O,9.149,8.559566,0.0644261073200985
C=CC1(C(=C)O)CCC(CCC)C1CC(C)CC,7.363,6.888137,0.0644931598929111
COCCCCCCCSC1CC1CO,7.274,6.804623,0.064528027634913
COCCPPCCC1=CN(C)CCOC1,8.093,7.569607,0.0646723364628865
CCCC(CC(C)COC)C(CC)OO,8.615,8.056455,0.064834050086094
CCCCOC(C)C=CCC1=CC=CC=CC=CC1=O,4.599,4.8977466,0.0649590265183221
CCC(C)CCCC1CC(C)CC(C)C1,8.999,9.583569,0.064959281364379
CC(O)C(CO)CCCCCCCO,9.233,8.628306,0.0654926471509824
COCC(OC)C(C)(CO)OCCCO,7.989,8.513068,0.0655987231390305
C=CCOCC(N)C(OC)C(C)C1CCC1(C)OO,7.57,8.077162,0.0669962733078506
CCCCC=CCC(=CCCO)CCOC,6.89,6.42837,0.0670000001550239
C=CCNCC(C)C1C=C(C)O1,6.324,6.747838,0.0670205598236413
CCC(C)C(C)CC(C)=O,6.365,5.9356985,0.067447209863895
CCCCNCCCCCC1CCCCCCC1,7.611,8.126015,0.0676671540497512
CCC(C)C1(O)CCCCCC1OO,9.078,8.462786,0.067769803830668
CCCC(C)(O)CC1(C)CO1,8.757,8.162432,0.0678963438484703
CCCCCC(C=CC=C(C)C)CC,5.385,5.7526727,0.0682771907654092
C#CCNC1CCCC1CC(CN)CCC,7.742,7.213208,0.0683017051734225
CCCC1N=C1CCNC1C(C)C1CC,7.57,7.0520525,0.068421070295407
CCC1CCC1CC1CCCC(C)C1,8.583,9.170873,0.0684926818470764
CCC1CCCC=C(C)OCCC1O,6.912,6.4355407,0.0689321938488218
CP1NOCCCC2(CC(O)O)C=COC=C12,5.793,5.3908424,0.0694212950553875
CCOOC1(C)CCC(OC)CC1,7.774,8.315775,0.0696906248523976
CCCC(CC1CCC1)C(=O)CC,7.543,7.0163403,0.0698209922130048
CC(C)=CC1CCCCC(CC(C)C)CO1,7.562,7.0330577,0.0699474094595679
C=CC(CO)CC(C)C(=O)O,7.513,6.9865255,0.070075131693931
CC(CNCCCC(=N)N)ONCCC(C)(C)C,6.912,7.396862,0.0701478631408126
CC1CCCCCCCC(C)CCCCC1,9.078,9.715625,0.0702384676432185
CCCOC1CC(C)CC1(C)C,8.52,9.118791,0.0702805899678262
COCCC1C=CC(=O)CCN1CO,5.219,5.5858436,0.0702900101704989
CC1C=C2CCCN2CC1C,6.324,5.8794556,0.0702948187213393
CCOC(NCC=CSCCC=N)OO,5.486,5.8776064,0.0713828640004992
C.COCC1C(C)CCCCCCCC1O,8.21,8.798596,0.0716926165823523
CC#CCCCCCC1CCC(CC)C1,8.487,7.875818,0.0720139300428516
CCCC1C[SH](C(CS)NO)C1,6.808,6.317492,0.0720487649516409
CC=CCC(CCC)COCCN(C)CC,6.335,6.793806,0.0724240056905769
SCC=CCC1C2CCNC1C2,5.14,5.51229,0.0724299612676124
C=C[C]C(C)NOOCC(N)=O,4.229,3.9199085,0.0730885496430432
NCC(=O)C=CC=CC=CO,3.616,3.350223,0.073500258732686
CN1C=C1C1NCCCCSSN1,4.776,5.127756,0.0736507786378589
C=CPNPC(F)(F)CC(C)F,6.974,6.459457,0.0737801949205938
CC1CCCCC(O)CCC(C)C1,8.651,9.291131,0.0739950317411034
CCC(C)C(C)CCC(C)CCC1CCC(C)CC1,9.709,8.988621,0.0741970585995838
CC=CCCCCCCC(CO)=C(C)C,7.078,6.5526996,0.0742159415248021
CCCCN1COCC(CCCCO)C1O,7.543,8.1079,0.0748905827697891
CC.CCCC(C)CC(C)OC,9.448,8.7344,0.0755292341731344
CC(=O)CCCCCC1CCCC(C)CC1,7.646,7.0670547,0.0757187093205393
CCOCCC(O)CCC(C)CC,9.753,9.010217,0.0761594675534031
CCC(C)CCCCCCCC(CC)CC,9.037,9.728208,0.076486399047892
C=C[SH]=C1CC=CC(CCO)CC1,5.565,5.1384106,0.0766557828863784
CCOOC1CCC(CC)CC(COCO)C1,9.271,8.555744,0.0771498035656804
CNC1CNCCCNC(CCCOC)C1,6.332,6.8228493,0.0775188366521858
C=C(CCC)C1(CC)CC(O)C1C,7.513,6.9271765,0.0779746472081855
CC1(C)COOC1CCCCCCP,7.774,8.380605,0.0780299387647954
C=C(N)CC(C)C(C)(C)COC,6.335,6.829566,0.0780688242923583
CCNCC=[SH]CC(=CN(N)C=O)CCCC=O,4.065,4.3838453,0.0784367353713819
CC(C)C(C)CCN(C)CC=O,7.241,6.671738,0.0786164690325099
CCCCC(CC)C1(C)OC1C(C)C,7.864,8.483444,0.0787696101051866
CCCC1CCCOC(C)CCC1C,9.472,8.725339,0.0788282373467007
COC(C)C(C)(C)OCC(C)C,9.924,9.138368,0.0791648878584173
C=C1C=CC(OC)=C1C(C)O,5.758,5.3017135,0.0792439272934548
C=CCCCCC(C)(C)CCCCOC,5.899,6.36753,0.0794253041328343
CCC1(CO)OC(C)C1CO,8.819,8.117415,0.0795537557362943
CC1=CC=CC=NC=C2OCC2N1O,5.045,5.4474387,0.0797698150423048
CCC=CCCCCOCC1C=C1O,5.415,5.848766,0.080104496780635
CCC=CC1CCCCC1C1CCCCCCO1,7.989,7.348134,0.0802185453958543
CCCCC1C=C2CC1CC2C,7.317,6.729918,0.080235341932175
CCCCC1CC(CC)CCCC1C,9.195,9.933879,0.0803565958260582
COCC=C1NC=C(C)CCC1C,5.793,5.3273735,0.0803774374868511
CCCCCC1CCC1=O,6.21,6.712716,0.0809526735265858
COC1CCCCCCCCC(CO)C1O,9.004,8.273326,0.0811499422362305
CCC(C)CCCCCCCCC(O)CC,8.583,9.279521,0.0811512278299377
CC=COCCC1C=CCCC(=CCC(C)C(C)OC)C1,4.953,5.355224,0.0812081834318275
C=C(O)C1C(C)CC2C=CC=CC=CC=CC21,6.153,5.6509123,0.0816004737768447
C=C1CSCC(CC)C=CCCCN1,5.206,4.7811313,0.0816113585194762
CCN1CCCC(C)(O)CCC(NC=CCCC=O)N=N1,4.574,4.200562,0.0816436378936033
CSNCC(=O)SCC1CSC(SC)SC1,4.253,4.600469,0.0816997677865601
