SMILES,des_gap,pred_gap,Err_pred_des
CCC1=CC2(C1)CC2C1=CC=CC=CC1,4.5961,4.0085425,0.127838267729334
CCOC1=CNCC=C=CCCC(C)=C1O,4.2316,4.7729406,0.12792812073002
CCCCOC1=CC=C(C)CC(C)C1,5.9095,5.152798,0.128048366898762
C=CCC1=CCCC=CC=CC(C)C1,5.6248,4.89925,0.128991247596789
C.C=C(O)CC(=C)C(C)CC,5.0742,5.735248,0.130276317219792
O=C1SC=C2N=CCC1N1CCN21,4.9632,4.3140297,0.130796725176597
CCOCC(CO)CCCOCCOO,6.9711,7.888693,0.131628129826708
CC1C2=CCC2C1C(N)=O,6.4093,5.5586133,0.132726928007195
OCC=CC=CCCN1CCCCC=NN1,5.152,4.46093,0.134136282879373
COC1=CN(CC2CC(C)C2)C(C)C1,5.3713,6.1082253,0.137196832351865
C=CC(N)(N)C1CCC=C(CC)CC1,5.1726,5.88318,0.137373881887054
Nc1ccn2c1C=CC=CC=CC=CC=C2,2.5288,2.1772447,0.139020617194509
O=C1C=CC2=CCN2C2CCC1S2,3.2501,3.7033427,0.139454994050251
CCC1=CC=C2C=CC=C1CCC1CCCCCC=C1N2,4.4224,3.802557,0.140159869849596
OCC=CC1=CN=CC2=CC2=CC=CN1,2.888,2.4826117,0.140369925142325
C=C1C(=CCC(C)O)C=C1CO,6.3671,5.4725757,0.140491642267239
CCCC1CC2=CC=CC=C1CCCN2CCC,4.5961,3.9487295,0.140852132226087
N=CCNNCCSCC1SCC1O,5.0107,5.723264,0.14220851724843
COC1CCCNC(C)CC(C)C1,6.7707,7.734413,0.142335821550601
CC1CCCC(C)C1Oc1ccccc1,6.9694,5.9771833,0.142367586595693
C1=CC2=CCC=C2C2=C(CC2)NC1,4.3875,3.7604604,0.142915013848547
N=c1ccc2c(cc1)=CC=CC=CC=2,2.7646,2.3694482,0.142932726265268
CCCC(C)(CC)OC1CC(SC)CS1,5.7688,6.620941,0.147715497522773
CCC(N)C=CC1CC2=CC=CCC2C1,5.4082,4.6004767,0.149351587997712
C1=CC2C=C(CCC2)C2CC2C1,5.7038,6.55895,0.149926355650124
[CH]1C2=CC=CC=NC=CN=CC=C12,2.4029,2.0392482,0.15133870403549
Cc1cc2ccncccccc2cn1,5.0763,4.306903,0.151566517850204
CC(O)COC1C=CC(O)C(=O)COC1,5.174,5.9620676,0.152313027457468
CC1OC(CCNN(C)CO)CCCCC1=N,6.2422,7.196645,0.152901986962933
C=CCCCC1OC=C1C=CCCCCC,6.4005,5.410347,0.154699322730524
CCOON(CC)CCC(C)ONCc1cc(C)ccn1,5.834,6.736647,0.154721825344333
N=C(O)C1C=CC(O)CCCS1,6.2591,5.2901554,0.154805737124091
CCCC(C)COCC1ON1C(=O)COC,6.4305,7.4287,0.155228982232386
O=C[C]=C=CC=[SH]C1OCC1=O,2.9084,2.4488204,0.158018033092311
CC1(C)CCCCC1CCCNNCO,6.4065,7.421135,0.158375860256063
C=NCC(C)=NN=C(C)C(=O)OCC,2.8739,3.3303437,0.158823801557855
[CH]C1SC=CC2=CC2=CN=CC=C1C,2.7196,2.2816677,0.161028199238643
[CH]C1SC=CC2=CC2=CN=CC=C1C,2.7196,2.2816677,0.161028199238643
C=CNCCC1=CC=C(CCC)C1CC,5.7006,4.781546,0.161220552946138
CCCCC#CCCC(N)=C(C)CO,5.4109,6.2839665,0.161353294514828
NCC1=NC(CN)CCCC(O)CC1,5.0763,5.9010963,0.162479826644237
N=CC#CCC(S)Cc1ccccc1,5.1695,4.321826,0.163976016802372
CCCCCC=CC(N)=CC[SH]=CC=CC=O,2.7009,3.1465955,0.165017393482862
COCN=c1cncccc2ncn1-2,2.1066,2.4543104,0.165057636559049
OC1CC1=CCC[SH]1C=C=[SH]1,3.1564,2.6351168,0.165151179962294
O=C1C=CC=CC2=CN=CC2=CC2=CC=CC=CC2=CC=C1,2.5026,2.087901,0.165707218325949
CCCC1(CCC#N)CCC(CN)NC1,6.4392,7.5147867,0.16703732144923
C=C(OCC)c1coc(=O)cc1C,4.0184,4.690561,0.167270758938509
CC(N)SC1CC1C#N,5.7006,6.6580076,0.167948570635571
