,SMILES,pred_gap
1522,CCCCCCCCCC1CCC(C)C1,10.072593
1542,CCCCCCC(C)C(C)CCC,10.09632
1573,CCCCC1CCCC(CC)CCC1,10.089548
1614,CCCC(C)C(C)CCCCC(C)C,10.120711
1626,CCCCCC(C)(CCCC)CCCCC,10.046992
1630,CCCCCCCCCC(CC)C(C)CC,10.013961
1633,CCCCCCCCCC(C)CCCCCCC,10.06925
1635,CCCCCCCC(C)CCCCC,10.255444
1639,CCCC1CCCCCCCCC(C)C1,10.015289
1663,CCCCCCC(CC)C(C)CC(C)C,10.038002
1727,CCCCC(C)CCC(C)CC,10.042429
1728,CCCCC(C)C(C)C(C)C(C)F,10.095944
1744,CC1CCC(C2CCCCC2C)C1C,10.123522
1763,CCCCCCCCCCC(C)C,10.043192
1816,CCCCCCCC(C)CCCCC(C)C,10.071263
1826,CCCCCCCCCC(CC)CCCCC,10.002193
1828,CCCCCCCC(C)CCCCCCC,10.073001
1829,CCCCCCCC(C)CCC(C)C,10.04821
1831,CCCCCCC(C)CCCCC,10.361009
1851,CCCCCC(CC)CCCCCC(C)C,10.085855
1902,CCCC(C)CCCC(C)C(C)CC,10.0368595
1925,CCCCCCC(C)CCCCCC(CC)CCC,10.159031
1940,CCC(C)CCCCCC(C)CC,10.170262
1990,CC(C)CCC(C)CC1CCCC1C,10.161519
2009,CCCCCC(C)(CCC)CC(C)CC,10.038288
2024,CC(C)CCCCC1CCC(C)C1,10.168446
2025,CCCCCC(C)C1CCCCCC(C)C1C,10.002977
2034,CCC(C)C(C)CCCCCCCC(C)C,10.101299
2078,CC(C)CCC(C)CC(C)(C)C,10.029919
2110,CCCCCCCCCCC(C)CC(C)CC,10.006878
2129,CCCCCCCCCCC1CCCCCCCC(C)CCCC1C,10.021734
2157,CCCC(C)C(C)CCC(C)CC,10.005812
2204,CC1CCCC(C(C)(C)C)C1,10.036028
2228,CCCCCCCCCC1CCC1CCCCC,10.174094
2230,CCCC(CC)CCC(C)C(C)C,10.004309
2248,CCCCCCCCC(C)CCCC,10.064684
2264,CCCC1CCCCCC(C)CC1,10.159935
2304,CC1CCCCCCCCC2CCCCCC12,10.007053
2309,CCC1CCCCCCC(C)C1CC,10.014468
2317,CCC(C)CCC(C)CCCC(C)C,10.099144
2344,CCCCC(C)CC(C)CCCC,10.250058
2347,CCCCCCC(C)C(CC)CCCCC,10.168256
2383,CCCCCCCCCC(C)C(C)C,10.02367
2410,CC(C)CCC(C)CC1CCCCC1,10.045413
2426,CCCCC(C)CCCCC(C)CCC(CC)CC,10.064044
2439,CCC(CCC(C)C)CCC(C)C,10.007613
2456,CCCCCC(C)CCCCC(CC)CC,10.006533
2463,CCCCCCCC(C)CC(C)CCCC,10.034902
2479,CC1CCCC(C)C2CCCCCCC1CC2,10.097168
2529,CCCCCCCCCC(CC)CCCCCCC,10.211595
2548,CCCC(CCC)C(C)CCCCC(C)C,10.052086
2549,CCCCCCCCC(CCC)CCCCC,10.121666
2573,CC(C)CCCCC(C)C1CCC1C,10.011361
2611,CCCCCCCCC(C)C(CC)CC,10.0125675
2635,CCCCCCCCCC(C)CCCC,10.124641
2636,CCCCCCCCCCCCCC(C)CCC,10.012903
2638,CCCCCCCCCC(CC)CCC,10.0649605
2647,CCCCCCCC(CCCC)CCCC,10.111416
2650,CCCCCCCCCC(C)C(CC)CC,10.1854515
2651,CCCCCCCCCCCC(C)C(C)C,10.00257
2655,CCCCCCCCC(CCCC)C(C)CCC,10.021418
2656,CC(C)C(C)CC(C)C(C)C,10.094622
2657,CCCCC(C)CCCCCCC(C)C,10.096098
2659,CCCCCCC(CCCCC)C(C)CC,10.000021
2680,CCCCCCC(C)C(CCC)CCCC,10.210063
2709,CCCCCCC(C)(CCC)C(C)C,10.063245
2715,CC(C)CCCC(C)C1CCCC(C)CC1,10.167436
2720,CCCCCCCCCCCCC1CCCC1C,10.031354
2730,CCCCCCCCCC1CCCCC(CC)C1CC,10.117648
2779,CC1CCCCCC(C)CCCC1,10.058893
2782,CCCCCCCCC(CCC)C(C)CCCC,10.141641
2790,CCC1CCCCCCC(C)C(C)CCC1,10.042704
2825,CCCCCCCCCCCCCCC(C)CCC,10.004958
2830,CCCCC1C2CCCC1CC(CC)C2,10.031192
2841,CCCCCCCCCC(C)(C)CCCCC,10.089075
2859,CCC(CC)CCCCCCCC(C)C,10.014878
2884,CCC1CCCCCCCCCCC1CC,10.048959
2917,CCC(C)C(C)CCCCC(C)(C)C,10.110944
2946,CCCCCCC(C)CCC(C)CCCC,10.075935
2968,CCCCCCC(C)(CC)CCCCC,10.012668
3030,CCCCC(CCC)CCC(C)CC,10.216943
3054,CCCCCCC(C)CCCC(C)C,10.035117
3058,CCCCCCCCC(C)CCCCC,10.021471
3073,CCC(C)CC(C)CCCCC(C)C,10.025399
3075,CCCCC(C)C(C)CCCCCC(C)C,10.144955
3077,CCC(CCCC(C)CCCCCC(C)C)C(C)C,10.000367
3109,CCCCCCCCCC(C)C(CC)CCC,10.079696
3144,CCCC1CCCC(C)C1,10.0229645
3156,CCCCCCCCCC1CC1CCCC,10.07436
3191,CC1CCCC(C)C(CCCCl)C1,10.042094
3232,CCCC(C)CCC(CC)CC(C)CC,10.065722
3252,CCCCCCC(C)C(C)C(C)C,10.069068
3290,CC(C)C(C)CCCCC(C)C(C)C,10.022969
3307,CC(C)CCC1CCCCCCCCC1C,10.136134
3321,CCCCCCC1CCCC1CC,10.086654
3367,CCCCC(C)CC(C)C(CC)CCC,10.091952
3376,CC1CCCC(C)(C)CCC1Cl,10.017312
3421,CCC(C)CCCCCCCC(C)C,10.198659
3456,CCCCC(C)CCCCCC(C)C,10.112508
3468,CCCCC(C)CCCC(C)CCC,10.258819
3544,CCCCCCCCCCC(C)C(C)CCC,10.011358
3613,CCCCC(C)CCCCC(C)C,10.1122055
3625,CCCC(C)CCCCC(C)CCC,10.019179
3645,CCCCCCCCCCC(CC)CCC,10.062521
3702,CC(C)CCCCC1CCCCCCC1C,10.073316
3741,CCCCC(C)CC(C)C,10.110433
3755,CCCCCCCCCC1CC(C)C1,10.017151
3785,CC(C)CCCCCCC(C)C,10.0732355
3812,CCCC(C)CCCCC(C)CC,10.0641575
3843,CCCCCCCC(CC(C)CC)C(C)CCC,10.111282
3860,CCCC(C)CCCC(C)CC(C)CCC,10.231045
3877,CC(C)CCCC1CC1C1CCC1C,10.115956
3928,CCCC(CC)CCC(C)(C)CCC,10.0857525
3946,CCCC(C)CCCC(C)(C)CC,10.030344
3976,CCCCCCC(C)CCC(C)CCCCC,10.178785
3979,CCCCCCCCC1CCCCCCCCC1CCC,10.043374
4013,CCCCCC1CC(C)CCCC1(CCC)CCC,10.116253
4041,CCCCCC(C)C(C)C(C)CC,10.126897
4054,C.CCCCCC(C)CC(CC)C(CC)CCCCC,10.018568
4059,CCCCCCCCC(C)C(C)(C)C,10.123906
4082,CCCCCCC(C)CCCCC(C)C,10.172811
4090,CCCCC(C)(C)C(C)CCC,10.233614
4131,CCCCC(CCC)C(CC)CCC,10.114119
4167,CCCCCCC(C)(C)CC(C)C,10.130294
4245,CCCCCCC(C)C(C)CCCCCC,10.135167
4258,CC(C)CCCCC1CCCCCCC1,10.070017
4264,CCCCCCC(C)C(C)(C)CC,10.122374
4282,CCCCCCCCCC(CCCCC)CCCCCC,10.281952
4294,CCCCCCCCCCCCCCCCC,10.070735
4297,CCCC(C)CCCCCCC(C)C,10.199201
4310,CCCCCCCCC1(C)CCCC1C,10.001535
4313,CCCC(C)CCCC(C)(C)C,10.116225
4361,CCCCCC(C)C(C)CCC,10.151026
4362,CC(C)CC1CCCCCCC1,10.2401085
4398,CCCCCCCCCC1CC1CCCCC,10.048133
4405,CCCCCCCCCCC(C)CCCCCCC,10.1291275
4426,CCCCC(C)CCC(C)C(C)C,10.053292
4433,CC(C)C1CC1C1CCCC1,10.072533
4450,CCCCC(CC)CCC(C)CCC,10.008404
4530,CCCC(C)CCC(C)CCC,10.351307
4539,CCCCCCC(C)CCC(C)CCC,10.109279
4597,CCCCCCC(CCCC)CCCCC,10.089766
4636,CCCCCCCCC(C)(C)C(C)C,10.314965
4679,CCCCCC(C)C(CCCC)CCCCC,10.126061
4696,CCCCCC(C)C(C)C(Cl)CC,10.12056
4737,CC(C)CCCCCC1CCCCCC1,10.003703
4778,CCCCCCC(C)CCCCCC(C)C,10.05308
4834,CCCCCC(C)CC(C)CCCC(C)(C)C,10.079276
4838,CCCCCCCC(C)CCC(CC)CCCC,10.153071
4853,CC(C)CCCC1CCCCCCCCC1,10.059764
4880,CCCCCCC1CC1C1CCCC(C)C1,10.056724
4888,CCCCCCC(CC)CC(C)C,10.003397
4901,CCCCC(CCCC)CCCCC(C)CC(C)CC,10.033565
4916,CC(C)CCCC(C)CCCCC(C)CC(C)C,10.029632
4919,CCCCCCC1CCCCCCC(C)C(CC)CCC1,10.069798
4934,CCCCCCCCCCCCCC(C)C,10.07296
4949,CCCCCCCC(C)CCCC,10.130771
5016,CCC(C)CC(C)C(C)C(C)C,10.00098
5018,CCCCCCC(C)(CC)CC(C)C,10.008179
5076,CCCCC(C)CCC(C)CCC,10.099147
5089,CC(C)CCCCCCC(C)C(C)C,10.05164
5100,CCCCCC(C)(CCC)CCCCC,10.101989
5105,CCCCC(C)C(CCC)CCC,10.025175
5113,CCCC1CC(C)C(C)CC1CC,10.079448
5114,CCCCCCC(C(C)CCCC)C(CC)CCC,10.15341
5185,CCCC(C)CCC(C)CC(C)CC,10.037577
5195,CCC1CC(C)CCC1C(C)C,10.163031
5242,CCCCC(CCC(C)C)CC(C)C(C)CC(C)C,10.019018
5260,CCCCCCCCCC(CCC)CCCC,10.001834
5270,CCCCCCCCC(CCC)CCCC,10.365559
5280,CCCCCCCCC(C)C(CC)CCCC,10.088853
5296,CCCC(C)CCCC(C)CC,10.146952
5304,CCCCCCC1CCCCC(CC)CC1,10.045761
5314,CCCC1CCCCCCCCCCCC1,10.043993
5371,CCCCC1CCCCCCCC1(CC)CC,10.112609
5387,CCCCC(C)CCCC(C)CC,10.0063925
5400,CCCCC(C)CC(C)CCCCl,10.017951
5436,CC1CCCC(C)CC(C)CC1,10.071812
5440,CC(C)CCCC(C)CC(C)C,10.074519
5447,CCCCCCC(F)C(C)CCCCC,10.126956
5458,CCCCCCC(CCCCC)C(C)CCC,10.032244
5465,CCC(C)CCCCC(C)CC(C)C,10.0647745
5501,CCCC(C)CC(C)(C)CC(F)CC,10.241162
5504,CCCC(C)CCCCCC(C)CC,10.039024
5530,CCCCCCC(C)CC(C)CCCC(CC)CC,10.270441
5582,CCCCCCCCCCCC1CCCCC1C,10.120279
5583,CCCCC1CCCCCCCCCCC1,10.112592
5592,CCCCCCCC(C)CCCC(C)C,10.054006
5624,CC(C)CC(C)CCCCCCF,10.209061
5637,CCCC(C)CCC(C)C(C)C,10.182266
5643,CCCCCCCCCCC(C)CCC(C)C(C)C,10.201419
5662,CCCCC(CC)(CCC)CCCC,10.183888
5670,CCCCCCC1CC1C(CC)CCC,10.029288
5686,CCCCCCC(C)CCCC(C)CC,10.163468
5701,CCCC(CC)CCCCC(C)CC,10.069621
5737,CCCCCCCC1CCCCCCCC1,10.027151
5745,CCCCCCC(CC)CCCCF,10.134828
5747,CCCCCC(C)C(C)CCCC,10.259569
5757,CCCCC(C)CCCC(CC)CCC,10.022794
5809,CCCCCCCCC(C)CC(C)C,10.010593
5812,CCCCCCCC(C)CC(CC)CCCC,10.122039
5814,CCCCCC(C)C(CC)CCCC,10.198369
5818,CCCC1CC(C)CC1CC,10.083148
5839,CCCCCCC(C)(CCCC)CCCC,10.159138
5840,CCCC(C)CCCC(C)C,10.14912
5842,CCCCCCC(C)C(C)CCCC,10.22477
5848,CCCCCCCCCCCCC(C)(C)C,10.088474
5856,CCCCC(C)CC(C)CC(C)C,10.13718
5905,CC1CCCCCC(C)CCC(C)CC(C)CCC1,10.297397
5933,CCCCC(CCC)CCC(CC)CC,10.078299
5990,CCCCCCCCC(CCC)CCCCCC,10.008107
6008,CC1CCCCCCC2CCC(CCCCC2C)CCC1,10.244637
6039,CCCCCCC(C)(CCC)CCCC,10.2688465
6043,CCCCCCCCCC(C)CCC(C)CCCC,10.06443
6046,CCCCCCCCC1CCCCCCC1,10.166424
6081,CCCCCCC(C)C(C)C(CC)CCC,10.02786
6115,CCCCCCCCC(C)(C)CCC,10.136461
6135,CCCCCCC(C)(C)CC(C)Cl,10.049202
6143,CCCCCCC(C)CC(C)CCCCC,10.146151
6222,CCCCCCCC(C)(CCC)CCCC,10.023813
6224,CCCCCC1CCCCC(CC)C1C,10.146801
6235,CC(C)CCCCCC1CC1,10.142733
6333,CCCCCCC(CC)CC(C)C(C)(C)C,10.132309
6367,CC(C)CCCCCCCC1CCCC1C,10.165348
6379,CCCCCCC(C)C(CC)CCCC,10.396468
6410,CCCCCCCCC(C)CCCCCC,10.216699
6510,CCCCCCC(C)C(C)CC(C)C,10.078378
6528,CCC(C)C(C)CCCCC(C)C,10.220361
6561,CCCC1CCCCC(CC)CCC1,10.154968
6670,CCCCCCCCCCCCCC1(C)CC(C)C1,10.0512295
6699,CCCC(C)CCC(C)CCC(C)CC,10.037977
6730,CCCCC(C)CCC(C)(C)CCCC,10.117378
6764,CCCCC(C)CC(CCCC)C(C)C,10.09141
6843,CCCCCCC(C)C(C)C(C)(C)C,10.024313
6848,CCCCCCC1(C)CCCC1,10.034429
6876,CCCCCCCCC1CC(CCCCC(C)C)C1,10.258956
6896,CCCCCCC(C)(CC)C(C)CCCC,10.0047035
6904,CCCCCCC(CC)CCC(C)CCCC,10.098559
6925,CCCCCC(C)CCC(CC)CCCC,10.125677
6947,CCCCCCCCCC(C)(C)C(C)C,10.072611
7012,CCC(C)CCC(C)C,10.2670355
7029,CC(C)CCCCC1CCCC(C)C1,10.021435
7050,CCCCCC(C)C(C)C(C)C,10.077845
7052,CCCCCCC(C)CCCCC(C)CCC,10.223766
7070,CCCCCC(C)(CCCC)CCCC,10.10395
7089,CCC(CC)CC(C)CCCC(C)C,10.092455
7109,CCCCCCCCCC1CC1CCCC(CC)CC,10.225399
7140,CCCC(C)CCC(C)CCCC(C)C,10.114028
7205,CCCC(C)CCCCC(C)(C)CC,10.065943
7219,CCCCCC(CC)C(CC)CCCCC,10.007562
7265,CCCC(CC)CC(C)CC(C)C,10.028944
7273,CCCCCCC(C)C(CC)CCC(C)CCC,10.191756
7290,CCCCC(C)C(CCC)CCC(CCC)CCC,10.065965
7329,CCCC1CC1CCC(C)CC,10.050127
7372,CCCCCCC(CC)C1C(C)C1CC,10.041717
7383,CCCCCC(CCC)CCC1CCCCC(C)C1,10.054051
7440,CCCCC(CCC)CCC1CCCC1C,10.022257
7466,CCCCCCCCCCCCCC(CCC)CCC,10.101887
7474,CCCCCC(CCCCC)CCCC(CC)CCCC,10.407348
7480,CCCCCCCCCC(C)(CC)C(C)CCC,10.057996
7532,CCCCCC(CC)(CCC)CCCC,10.108538
7548,CC(C)CCCCCCCC1(C)CC1,10.033952
7558,CCCCCC(C)CCC(CC)CCC,10.00022
7568,CCCCCCC(CC)CCCCCC(C)CC,10.006259
7600,CCCCCCCCC1C(C)CCCCCCCCC1C,10.025104
7665,CCCCCCCC(C)CCCCCCC(C)C,10.145675
7672,CCCCCCC(CC(C)CC)C(C)C,10.02156
7682,CCCC1CCCC1CCCC(C)C,10.041612
7686,CC(Cl)C(C)(CCF)CCCF,10.254245
7721,CCCC(CC)CCCCCCCCCC(C)C,10.073404
7732,CCCCCCC(CC(C)CC)C(C)CC,10.018823
7775,CCCC(C)CCC(C)C(C)CC,10.100047
7812,CC(C)CCCCC(C)CC(C)C,10.057184
7815,CCC(C)CCCCCC(CC)CC(C)C,10.114006
7846,CC(C)CC(C)CCCCCC1CC1,10.003972
7888,CCCC1CCCCCCCCCCCCC1C,10.01103
7898,CCC(C)CCCC(C)CC(C)C,10.138551
7928,CCC1(C)CCC1C,10.051975
7963,CCCC(CC)CCCCCC(C)C,10.100007
7967,CCCCC(CCCCCF)CC(C)CC,10.108295
8044,CCCC(CCCC(C)C)CC(C)C,10.223471
8068,CCC(C)CC(CC)CC(C)C,10.159771
8085,CC(C)CCC(C)C(C)C,10.023365
8108,CCCCCCC(C)(CC)CCCC,10.0802
8112,CCCCCCCCCCCC(C)C(C)CCC,10.058365
8137,CCCCCCC(C)(C(C)C)C(F)CCCCC,10.068953
8156,CCCCCC(C)C(C)CCC(C)CC,10.105792
8158,CCCC(C)CCC(CCC)C(C)C,10.076049
8334,CC(C)C1CCC1CC(C)(C)C,10.014692
8339,CCCCCCCC1CC1C(C)C(C)CCC,10.00695
8345,CCC(C)CCCCCCC1CCCCC1C,10.007013
8465,CCCCCCCCC(C)CCCCCCC(C)CC,10.206766
8505,CC(C)CCCCC1CCCCCC1,10.137745
8528,CCC(C)CCCCCCCC(C)CC,10.004176
8546,CCCC(CCCC(C)CC)C(C)C,10.060602
8547,CCCCCCCCC(C)C(CC)CCCCC,10.2185
8552,CCCCCCCCCC(CC)CCCCCC,10.056012
8562,CCCCCCC(C)CC(C)CCCCC(C)C,10.033142
8620,CC(C)CCCCC1CC(C)C1,10.095435
8652,CCCCCCCC(C)C(C)CCC(C)C,10.057688
8672,CCCCC(CCC)C(C)CCCC(C)(C)C,10.101549
8696,CCCCCCC(C)C(C)(Cl)CCC,10.032251
8701,CCCCCCCCC1C(C)CC1CCCC,10.093845
8704,CCCCCCCC(CCC)CCCCC(C)C,10.081634
8705,CCCOCCCCCC1CCCCCC(C)CCCC1,10.187148
8711,CCCC(C)CCC(C)C,10.075833
8724,CCCCCC(C)(CC)CC(C)CCCC,10.024818
8770,CC(C)CCCC1CCCCCCCC1C,10.003992
8783,CCCCCCCC(C)C(C)CCC,10.045984
8807,CC(C)C(C)CCCCCC1CCCCCC1,10.0518265
8823,CCCCCCCC(CCC)CCC,10.072107
8874,CCCCCCCCCCCC(C)(CCCCC)CCCCC,10.172215
8931,CC1CCCCC(C)C2CCC(C(C)C)CCC2C1,10.117493
8947,CCCCCCCCC(C)(C)CCC(CC)CC,10.005919
8962,CC(C)CCCC(C)(C)C(C)C,10.2977295
8979,CCCCC1CCCCCCCCC1,10.089723
8996,CC(C)CC(C)C(C)C,10.079521
9019,CC(C)CCCC1CCC(CCCC(C)C)C1C,10.125191
9021,CCCCCCC(CC)CCCCC(C)CC(C)CCC,10.004108
9035,CCCCCCCC1CCCCC(F)C1C,10.126625
9072,CCCC1CC(C)CCC(CC)C1C,10.163238
9087,CCCCCCCC(C)CC1CCCC1,10.090299
9105,CCCCCC(C)C(C)CC,10.007441
9127,CCC(C)CCCC(C)C(C)C,10.1815605
9128,CCCC(C)CC(C)C(CC)CCC,10.030907
9154,CCCCCC(C)C(CC)CCCCC,10.1579895
9179,CCCCCCCCCCCC(CC)CCCCC,10.066197
9182,CC1CCCCCCCCC(CC2CCCCC2)C1,10.04447
9209,CCCCCCC(CC)(CCC)CCCC,10.001082
9269,CCCCCCC1C(C)CCC(F)C1CC,10.040907
9290,CCCCCCCCCCCCCC1CCCC(CC)C1,10.210545
9301,CCCCCC(CCCCC)CCC(C)CCC,10.019853
9322,CCCC(C)CCCCCCC(C)CC,10.155406
9334,CCCCCC1CCCCCCC(CCC(C)C)C1,10.107913
9348,CCC(C)(CC)C(C)CCCCF,10.022736
9380,CCCCCC(CC)CCC(CC)CC,10.002673
9383,CCCCCCCCC(C)C(CC)CCC,10.039007
9413,CCCC(C)CCCCCCCC(C)CCCC(C)C,10.003208
9420,CCCCCCCCCCCCC1CCCC1,10.000861
9430,CC(C)CCCCCCCCC(C)(C)C,10.019589
9449,CCCC(C)CCCCCCC(C)CC(C)C,10.178202
9454,CCCCCCCCC(CCCCC)CCC(C)CC,10.097832
9499,CCCCCCCC(CCC)CC1(CC)CCCCC1,10.020029
9510,CCCCCCCCCCCC1CCCCCCC(C)C1,10.2193165
9511,CC(C)CC(C)CC(C)(C)C,10.12357
9528,CC(C)CCCCCCCCC(C)C,10.114878
9540,CCCC(C)CCCCCCCCC(C)C,10.05308
9597,CCC(C)CCCC(C)CC,10.03384
9651,CCCCCCC(C)C(C)CC,10.070961
9663,CCCCCC(C)C(C)C(C)CCC,10.027511
9672,CCCC1CCCCCC(C)C1CC,10.137131
9687,CC(C)CCCCCCCC1CC1C(C)C(C)C,10.192257
9694,CC(C)CCC(C)C(C)C(C)C,10.180301
9748,CC(C)CCCCCCCC1CCCCC1,10.065002
9784,CCCCCCCCC(CCC)CCC,10.084273
9808,CCCCCCCCCC1CCCCCCC1C,10.17235
9822,CCCC1CCCCCCCCCC1CC,10.099902
9868,CCCCCCCC(C)C(C)CCCCC,10.155448
9869,CCCCCCCCCC(C)(CC)CC,10.032705
9875,CCCCCCCCC1CCC(C)C1,10.015797
9897,CCCCCCC(C)C(C)F,10.258729
9910,CCCCCCCC(C)C1CCCCC1C,10.079209
9914,CCCC(C)(CC)CCC(CC)CCF,10.001053
9948,CCCCCCC(C)CC(CCC)C(C)C,10.085916
9978,CCCCCCC1C(C)C1CCCCC(C)C,10.159334
10003,CCCCCCC(CCCCC)C(C)C(C)CCCC,10.075611
10023,CCCCCCCCCC(C)C(C)CCCCCCC,10.107522
10024,CCCCCCCCC(C)CCC(C)CCC,10.048768
10063,CCCCCCCCCCCCC(CC)CC,10.056029
10070,CCCCCC(C)(CC)C(C)C,10.063961
10083,CCCC(C)CCCC(C)C(C)C,10.001277
10089,CCCC1CCCCCCCC(CC)C1,10.010643
10104,CCCCCCCCC1CC(C)CCC1C,10.116272
10160,CCCCCCCCCC(C)(C)Cl,10.035197
10164,CCCC1CC(C)CCCC(C)C1,10.093822
10186,CCCCC(C)CC(C)CC(C)C(C)CC,10.031062
10201,CCCCCCC(C)C(C)CCCCC,10.168564
10245,CCCC(C)CCCCCCCCC(C)CC,10.017856
10265,CCC(C)(C)CCCCC(C)C,10.120956
10278,CCCCCC(C)CCCCCCC(C)C,10.091644
10285,CCCCCCCCCC(C)CCCCC(C)CCCC,10.130171
10308,CCCCCC(C)CC(CCCC)CCC(C)CC,10.164202
10323,CCCCCCC(CCCCC)C(CC)CC,10.181061
10363,CCCCCCCC(C)C1CCCC1CC,10.135519
10390,CCC(C)C(C)CC(C)C,10.05126
10459,CCCCCCC(C)C(C)(C)CCCC,10.147588
10486,CCCCCC1CCC(CC)CCCCC(CC)C1,10.106263
10537,CCCCCCCCCC(CCCC)CCCC(C)C,10.272164
10543,CCCCCCCCCC1CCC(C)CC1,10.022385
10551,CCCCC(C)CCC(C)C,10.294036
10628,CCCCC(C)(C)CCCCCC(CCC)CCC,10.2217865
10634,CCCCCCCCCC(CCCC)CCCCC,10.204901
10642,CCCCCCCC(CC)CC(C)C,10.026194
10654,CCCCCCCC(C)CCCC(C)CC,10.108828
10669,CCC(CC)C(C)C,10.090685
10670,CCCCCCC(CC)CC(CC)CCCC,10.199078
10672,CCCCC(C(C)CCC)C(CC)CC,10.042908
10680,CCC(CC)CCC(C)C(C)(C)C,10.014426
