SMILES,DFT_gap
FC(F)(F)CCC(C)C,10.925648
FCC(C(F)(F)F)CCF,10.909593
CCC(CC)C(F)(F)F,10.898436
CCCCC(F)F,10.896259
FC(F)(F)C1CC1,10.878844
CCC(C)CC(F)(F)F,10.8783
CCCCF,10.873402
FC(F)(F)C1CCC1,10.86796
FCC1(C(F)(F)F)CC1,10.847823
CCC.CC,10.801836
FCCCCF,10.790679
CCCCCC(F)F,10.776257
CC(C)CF,10.756937
FCC(C(F)(F)F)CCCF,10.749318
CC.CCCC,10.748229
CCC(C)F,10.736801
CCCCCF,10.722106
CC2C3CC2C3,10.718297
CC1C3CC1C3,10.718297
CC(C)CC,10.705507
CC(C)C(C)C(F)F,10.698705
CCCC.CC(F)F,10.679385
CCCCCCC(F)F,10.665779
CC1(C(F)(F)F)CCC1,10.64537
CCC(C)CF,10.642377
CC(C)CCC(F)F,10.632853
CCCCC(C)C(F)F,10.627411
CC(C)(C)C(F)F,10.626867
FC(F)(F)CC1CCC1,10.626867
FCC12CC(C1)C2F,10.623601
CC1(C(F)(F)F)CC1,10.621152
CC(C)(C)CC(F)(F)F,10.617615
CC(C)CCC,10.616526
CCCCCCF,10.61571
CCCCCCC,10.614894
C1CC2C3CC2C13,10.601832
CC(CCC)CCC(F)F,10.579791
CCCC(C)CC(F)F,10.567001
CCCCCCCC(F)F,10.561559
C1C2CC1C21C2CC1C2,10.560199
CCCC(CCC)C(F)F,10.551763
CCCCCC(C)C(F)F,10.551763
CCCC(C)CF,10.54877
CCC.CCC,10.531355
C1CCCC1C(F)F,10.528089
CC(C)CC(C)C(F)F,10.523191
CC(C)CCCC(F)F,10.522919
CC1CC1C(F)(F)F,10.521286
CCCCCCCF,10.519109
FCCCCCCC,10.519109
FCC1(C)C2CC1C2F,10.518293
FCC1CCC(C1)CF,10.518021
CC(CCC)CCC,10.515028
CC1C2C3CCC2C13,10.514211
FCC(C)CCF,10.512579
CC1CC(C(F)(F)F)C1,10.510946
FC(F)(F)C2CC(C)C2,10.510674
FC(F)(F)C1CC(C1)C,10.510674
CC(CCCC)CCC(F)F,10.510402
C1CCC(C1)CC(F)F,10.507136
FCC(C)C2C3CC2C3F,10.506592
CC12CC3C1CC32,10.503327
CC(C)CCCC,10.498429
CC.CCCCF,10.497885
FCC12CCC(C1)C2F,10.497885
FCC12CC(C)(C1)C2F,10.489721
FCC(CC(F)(F)F)CCF,10.488088
CCC2CCCC2C(F)F,10.487272
CC(C)CCCF,10.486728
FCC(C)CCCF,10.484279
FCCCC(C)CF,10.484279
CCCC(CCC)C,10.48319
CCCCC(C)CF,10.479925
CCCC(CC)C,10.476932
CCC(CCC)C,10.47666
CCCCCCC(C)C(F)F,10.472578
CCCCCCCCC(F)F,10.466591
CC(C)CCF,10.464142
CCCC(CCC)CC(F)F,10.463326
C1CCC(C1)CCC(F)F,10.458156
CC(C)CCCCC(F)F,10.455435
CC(CCCC)CCC,10.454891
CCC3CCCC3,10.454346
CC(C)C1C2CC1C2(F)F,10.452986
C1CCCCC1C(F)F,10.447816
CCC2C3CC2C3,10.446727
CCC1C2CC1C2,10.446455
CCCC(CC)CCC(F)F,10.445094
CC(CCC)CCCC,10.439652
CC2CCC(C)C2,10.438836
FCCCCCCCC,10.432305
CCCC(C)CCC(F)F,10.430944
C1CC1.CC,10.430672
CCCC(CCCC)C(F)F,10.429584
CCCC23CC(C2)C3C(F)F,10.42904
CCCC2CCCC2C(F)F,10.427679
FC1(C(F)(F)F)CCC1,10.427407
CCC(C)CCC,10.421693
CC(C)C(C)CF,10.417883
FCCCCCCCF,10.417339
C1CC2CC1C2(F)F,10.417339
C1CCCC1(F)F,10.41625
FC(F)(F)CC2CCC2,10.414346
CC(C)CCC(C)C(F)F,10.413257
CCC2C3C(C)C2C3,10.412713
FCC1CCCC1CF,10.41108
CCCCC.CCCCC,10.409447
FCC(C)CC2C3CC2C3F,10.407543
CC(C)C(C)CCC(F)F,10.406998
C(CCCC)CCCC,10.401828
CCCC(CCCCC)CC(F)F,10.399923
CC(C)(C)CF,10.399379
FCC2CCC(C)C2F,10.399107
C1CCC1CC(F)F,10.399107
CCC1(C(F)(F)F)CC1,10.397474
CCCC3CCC3C(F)F,10.397474
CCCC(CCCC)C,10.397202
CCCCC(CCC)C,10.397202
CCCC2CCC2C(F)F,10.39693
FCC1CCCC1CCF,10.396658
CCC1CCC(C1)CC,10.395842
CCC2CCC(CC)C2,10.39557
CC2CCC(CC)C2,10.394481
CCCCC3CCCC3C(F)F,10.394481
CCC1CCC(C1)C,10.394481
CC(C)CCCCF,10.393937
CC(C)CCCCC,10.393665
CC(C)CCCCCC(F)F,10.390944
CCCC1CC2CC1C2,10.387678
CCCCC(CCF)C,10.385501
FCC(C)CCCCF,10.383597
FCCCCC(C)CF,10.383597
CCCCCCCCCC(F)F,10.383052
CCC(C)CCCF,10.382236
CCCC3CCCC3C(F)F,10.381692
CCC2CCC2C(F)F,10.37761
CC1CC2C3CC2C13,10.377338
CC(C)C(C)(C)C(F)F,10.371624
CCC(CC)CCC,10.369447
C1CCC(C1)CCCC(F)F,10.369175
CCCCCF.CF,10.368358
FCCCCCCCCF,10.36727
CCC2C3CC2C3C,10.366726
CC2C3CC2C3CC,10.366453
CCCC3CCCC3,10.364277
CC1CCC1C(F)(F)F,10.364004
CCCC2CCCC2,10.364004
CC(C)C1CCC(C1)C(F)F,10.363732
FCC1(C(F)(F)F)CCC1F,10.361555
CC1CCC(CCC)C1,10.360739
CC(C)CC(C)C(C)C(F)F,10.360467
FCCCCCCCCC,10.355841
FCCCCC(CC)CF,10.353664
CC(C)CCCC(C)C(F)F,10.350943
CCCC2CC(C)CC2,10.350671
FCCCC1CCCC1,10.34931
C1CCC1(F)F,10.345773
FCC(C)CCCCCF,10.342235
FCCCCCC(C)CF,10.341963
FCC(CCC)CCCF,10.340331
CCCC.CCCCC,10.339786
CCC(C)CCCC,10.338698
CC1CCC(CCF)C1,10.335432
CCC2CCCC2,10.334616
FCCCC3CCCC3CF,10.333256
CC(C)CCCCCCC(F)F,10.331079
CCCC1C2CC1C2,10.329446
CCCC2C3CC2C3,10.329174
CC(C)C1CCC(C1)C,10.327813
CC(C)C2CCC(C)C2,10.327813
C#N,10.326453
CC(C)CC1C2CC1C2(F)F,10.326181
CCC2C3CC2C3C(F)F,10.325908
CC1CC2C3C(C)C2C13,10.325908
FC(F)(F)C1CCC1C,10.325636
C1CCCC(C1)C(F)F,10.32482
CCC2C3C4CCC3C42,10.321555
CCC1C2C3CCC2C13,10.32101
CC(C)CCC(C)CC(F)F,10.317201
FCCCCCCCCCF,10.316657
CCCC(C)CCCC(F)F,10.316657
FCC1CC(C1)CF,10.316112
CCC(C)CCF,10.314752
CC(C)CCCCCC,10.310942
CCCCCCCCCCC(F)F,10.31067
FCC(CCCC)CCCF,10.310398
CCCCC3CCCC3,10.307405
CC(C)C(C)C(C)C(F)F,10.306588
CC1CC(C)CC1C,10.30169
CC(C)(C)CCC(F)F,10.300602
FCCCCCC(CC)CF,10.300058
CC1C2CC1(C)C2,10.298969
CCC2CCCC2C,10.298425
C1CC1.CCC,10.298425
FCCCCCCC(C)CF,10.297337
CCC(CCC)CCC,10.29652
CCC(CC)CCCC,10.295432
CCCC2C3C(C)C2C3,10.295432
C1CCCCCCCC1,10.294615
CCC2CC3CC2C3C(F)F,10.293527
CCC(C)(C)CF,10.290262
CCCC(C(C)C)C,10.289445
CCCCCCCCCCF,10.289173
FCCC1CCCC1,10.28754
CC(C)C(C)CCC,10.286452
FCC1CCC(CC1)CF,10.285364
CCCCF.CCCCF,10.284819
CC1C(C)C2C3CC2C13,10.282642
CCCC(CCCCC)CC,10.281554
CCC12CC(C1)C2,10.279649
CC(C)C(C)CCCC(F)F,10.279649
CCCC2CCCC2C,10.276928
CC(C)CC(C)CCC(F)F,10.276656
CCC2CC2C(F)F,10.275295
CC(C)CCCC(C)CC(F)F,10.274751
CCC(CCCCC)C,10.273935
CCCCCC(CC)C,10.273935
CCCCCC2CCCC2,10.272302
CCCC1CCC(C1)C,10.27203
CCCC3CCC(C)C3,10.27203
FCCCC(C)CCCF,10.267404
CC(C)CCC(C)(C)C(F)F,10.265771
FCC(C)CCCC(C)CF,10.263322
CCCCC1C2CC1C2,10.261145
CCCCC3C4CC3C4,10.261145
CCC(C)CCCCC,10.260873
CCCC(C)CCCC,10.260057
FCC(C)CCCCCCCF,10.259241
CCC(C(C)C)CCC,10.259241
CCCCC2C3CC2C3,10.25788
FCC1CC3CC1C3CF,10.255159
FCC1CCCC1CCCF,10.254887
CCCCC3CCC3,10.254615
CCCCCC3CCC3,10.253526
FCC(CCC)CCCCF,10.253526
CCC2CCC2CC(F)F,10.251621
FCCCC(C)C(C)CF,10.251349
CCCC2C3CC(C3)C2,10.249717
C1CCCCCCCCCC1(F)F,10.248356
CCCC1C2CC1C2C,10.24754
CCCC3C4CC3C4C,10.24754
CC(C)C1CCCC1C(F)F,10.246179
CC(C)CCCCCCC,10.243458
FCC12CC3C1CC32F,10.240465
CC1CCCC1CC,10.240193
FCC2CCC(C)(C)C2F,10.239376
C1CCC1C,10.23856
CC2CCC2,10.23856
FCC(C)C2C3CC2C3CF,10.237744
FCC1CC3CC1C3(C)CF,10.235567
CCC2CCCCC2C(F)F,10.23475
FCC12CC3C1CC32CF,10.23475
CCC2CCCC2CC(F)F,10.234478
CCCCCCC2CCC2,10.234478
CCCCCCCCCCCF,10.231485
CCCCC3CCC3C(F)F,10.229852
FCC(C2C3CC2C3)CCF,10.229036
FCCCC(C)(C)CF,10.226043
CCC(C)C(C)CCC,10.226043
CCCC(C)(C)CF,10.225771
CC(C)(C)CCC,10.224954
CC(C)C(C)CCCCC(F)F,10.22441
C1CCC2C3CC2C3C1(F)F,10.220873
CCC12CC3C1C(C)C32,10.2206
CCCCCCC3CCCC3,10.218423
CC(C)C(C)CCCC,10.218423
CCC2CCCC2CC,10.218151
CCCCCCC2CCCC2,10.215702
CCC3CCC(CC)C3,10.214614
CCCCCCCCC(CCC)C(F)F,10.213525
CC(C)CCC(C)CCC(F)F,10.213525
CC(C)C1CCC(C)C1C(F)F,10.213253
CCC2CCC2,10.212437
CCCC(CC)CCCCC,10.212165
C1CCC1CC,10.211621
CC(C)(CCC)CCC(F)F,10.210804
FCC2CCCCCCC2F,10.206723
CCCCCCCC(CCC)C,10.20645
CC2CCCCCC2,10.206178
CCCC1CC(CC)CC1C,10.205362
CCC3CCC3,10.204001
CC1CC1(C)C(F)(F)F,10.203457
CCCCCCC(CC)C,10.203457
CC2CCC(C)(C)C2,10.202369
C1C2CC3CC2CC13,10.201552
CCC2C3CCC2C3C(F)F,10.198831
FCC(C)C2C3CC2(C)C3F,10.198831
CCC(C)CCCCCC,10.198831
FCC2CCC(CC)C2F,10.198559
FCC2CCC(C)(CC)C2F,10.196926
CC(C)CCC1CCC1C(F)F,10.196382
CCCC(C)CCCCC,10.196382
CC(C)C2CCCC2,10.196382
CCC1C2CC1C2(C)C,10.19611
CCC2C3CC2C3(C)C,10.19611
FCC(C)CCCCCCF,10.195838
CC1C2CC1C2(C)C,10.195294
FC(F)(F)CCC2CC2,10.195294
CCCCCCCCCCCCC(F)F,10.195022
C1CCC2CCCC2C1(F)F,10.19475
CCCC1(C)CCC1C,10.192301
FCCCCC(C)CCCF,10.190124
FCCCC(C)CCCCF,10.190124
CCCCC(C(C)C)C,10.186042
CCCCC(C)(C)CF,10.185226
FCC1(C)C2C3CC2C31F,10.184953
FCC(C2CC2)C2CCC2F,10.184409
C1CCCCC1(F)F,10.184137
CC(C)CCC(C)CC,10.183865
FCCCC3CCC3F,10.181688
FC1(C(F)(F)F)CC1,10.181416
C1CCCCCC1(F)F,10.180872
CCC12CC3C1CC32,10.180055
CC12CCC3C1CC32,10.179511
C1CCC(CC1)CCC(F)F,10.178967
FCCCC3CCC3CF,10.178423
FCC(C)CC2CCC2F,10.177062
CC2CCCCC2,10.175974
CCC2CC3(C)CC2C3,10.175974
CC(C)C1(C)C2CC1C2(F)F,10.174341
CC2CCCCCC2C,10.172436
CC1(C)C2C3CCC2C31,10.172164
FCC(C)CC3CCC3CF,10.171076
CC1C2C3CCC2(C)C13,10.170804
CCCCCC2CC(C)CC2,10.170531
CC(C)CC(C)CCCC(F)F,10.170259
CCCCC1CC2CC1C2,10.169715
CC1CCC(C)C1CC,10.168899
CCCC2CCC2CC,10.168899
CC2CCC(C)C2CC,10.168899
CCC23CC4C2CC43,10.167538
CCC2CCC(C)(C)C2,10.166994
CC(C)(C)CCCC(F)F,10.166178
CCCC12CC(C)(C1)C2,10.165089
CCC2C3CC(C3)C2C,10.164545
FCC(C)CC3CCC3F,10.164545
FCCCC3CCCC3F,10.164273
CCCCCCCC2CCCC2,10.162368
C1CC23CCC4C2C1C43,10.161824
CC(C)(C)CCCF,10.161824
FCC12CC(C1)C(C)(C)C2F,10.161552
CC1(C)CC2CC1C2,10.159919
CCCCCCCCC(CCC)C,10.159919
CC(C)CC(C)CCC,10.158286
CCCCC34CC(C3)C4,10.156381
CCCCC12CC(C1)C2,10.156381
CC1C2C(C)C1C2(C)C,10.155837
CCC1CC2CC1C2,10.155293
CCC2CC3CC2C3,10.155021
CC(C)C(C)CCCCC,10.154749
CC1CC(C)CC1CC,10.153932
FCC1(C)CCCC1CF,10.153388
C1CC1.CCCCCC,10.153116
C1CC2(C1)C1CC2C1,10.1523
FCC12CCC3C(CC31)C2F,10.151211
CCCC3CCC3,10.150939
CCCC2CCC2,10.150395
CC(C)CCCC(C)CC,10.149307
CC1CC3CC1C3C,10.149034
CC(C)CC3CCCC3,10.148762
CCCCC(C)CCCCC,10.147946
CC(C)C(C)(C)CF,10.147674
CCC(C)C1C2CC1C2,10.147674
C1CCCCC(C1)C(F)F,10.147402
CCCCCCCC(CC)C,10.147402
FCC2CCCCC2F,10.14713
FCC1(C(F)(F)F)CC1F,10.146313
CCCC(C)CCCCCC,10.146313
FCC1(C)CCC1F,10.146313
C1C2CC3C1CC23,10.144408
CC1(C)CC2C3CC2C31,10.144136
CCC2(C)CCC(C)C2,10.144136
CCC1C2C3CC2C13,10.143592
FC(C1CC1)C(F)(F)F,10.140055
FCCCCCC3CCC3F,10.139783
FCC1(C)CC2C3CC2C31F,10.139238
CCC1CC1C(F)(F)F,10.137606
CC(C)(C)C1C2CC1C2(F)F,10.137061
CC1C2C3CC2C13C,10.135429
CC(C)(C)CCCC,10.133796
FCC1CCCC(CC1)CF,10.132435
FCC2CCCCCC2F,10.131619
CC1CC(C1)CC1CC1,10.12917
CC(C)CC(C)(C)C(F)F,10.128354
CC(C)(C)CCCCC(F)F,10.12536
FCC2CCC(C)C2CCF,10.123456
CCCC(C)CC(CC)C,10.123184
CCCC2CCCCC2,10.123184
CCC(C)C(C)CCCCC,10.122095
FCC2CC(C)C2F,10.119918
CC(C)C(C)C(C)(C)C(F)F,10.119374
FCC1CCC(C)(C1)CF,10.119102
FCC(C)CCC1CCCC1F,10.117741
CC(C)C1CCC1C(F)F,10.117197
FCCCC3CC(C)CC3F,10.116653
CC(C)(CCC)CCC,10.116381
CC1C(C)C1C(F)(F)F,10.114476
CC(C)(C)CCC(C)C(F)F,10.113115
CC(C)CCC(C)CCC,10.112299
FCC1(C)C2CCC1C2F,10.111483
FCCCCC(C)(C)CF,10.110938
FC(F)(F)CC1CC1,10.110938
CCC2CCC(C)C2(F)F,10.110666
CC(C)CC(C)CCCC,10.10985
C1CCCCCCC1(F)F,10.109578
CCC2CC3CC2C3C,10.109034
CCC1CC2CC1C2C,10.108762
CCC1CC3CC1C3C,10.108762
CC2CC(C)C2,10.108489
CCCCCCCCC(CC)CC,10.105496
CCC(C)CCCCCCCC,10.105496
CCC(C)C2C3CC2C3,10.10468
CCC(C)C2CCCC2,10.103863
CCC12CC(C)C(C1)C2,10.102231
CCC1CCC(C)CCC1,10.09951
CCC2CCCCC2,10.097605
CC1CC(C)C1(C)CC,10.097061
FCC1(C)CCCC1CCF,10.096789
FCCCC3CCCCC3F,10.096789
CCCCC2CCC2,10.095428
CC1(C)C2C3CC2(C)C31,10.094612
CC(C)CC2C3CC2C3,10.092163
C1CC1CC,10.090802
FCCC3CCCC3CCF,10.090258
C1CCCCCCCC1(F)F,10.089714
CC(C)C2C3CC2C3,10.088897
FCC12CC(C1)C2(C)CF,10.088897
FC(F)(F)CCC1CC1,10.088353
CCCC2CCC(C)C2(F)F,10.086176
FCC12CC3CC1C3C2F,10.086176
CCCC3CCC(C)C3(F)F,10.086176
CCCCC2CCCC2CC,10.08536
CCC(C)CC3CCC3,10.085088
FCC1(C)C2CC1C2(C)CF,10.084816
CCCC3C(C)CC3,10.084543
C1C2CC1C21CC1,10.084271
CCC1CC2C3CC2C13,10.082366
CCC(CF)(CC)CC,10.082366
CCCC2C3CC2C3C(F)F,10.082094
FCCCCC3CCCC3F,10.082094
CCC1C3CC1C3C,10.082094
CCC1C2CC1C2C,10.082094
CCC2C3C4CC3C4C2,10.081822
CC2CCC(C)(CC)C2,10.081006
CC(C2C3CC2C3)CC,10.081006
CCCC2CCC(C)C2,10.080734
FCC1CCCC(C1)CF,10.08019
CCC1(C)C2CCC1C2,10.08019
C1CCC3C1C1CC3C1,10.079917
FCC1CCC(C)(CC1)CF,10.079917
CCCCCC3CCC(C)C3CC,10.079645
CC(C)CCC3CCC3,10.079373
CC(C)CCC2CCC2,10.079101
CCC1(C)CC2CC1C2,10.077741
CCCCCCCCCCCCCCCC,10.077468
FCC(C)CC2CCCC2F,10.076652
C1CCC3CCCC13,10.076652
FCC(C)C2CCC2F,10.07638
FCC(C)CCC(C)(C)CF,10.075836
CCC(C)C(C)(C)CF,10.075836
CCCC1C2C3CC2C13,10.075292
FCC1(C)CC2CC1C2F,10.073115
C1CCC2(C1)C1CC2C1(F)F,10.070393
CCC2CCC(C)C2C,10.068217
CCCC12CC3C1CC32,10.066856
CC(C)CC1CCC1C(F)F,10.066584
CCCC23CC4C2CC43,10.066584
FCCCCC3CCC3F,10.066312
CC(C)CC2CCC2C(F)F,10.066312
CCC(C)(CF)CC,10.06604
CC(C)(C)C(C)(C)C(F)F,10.065495
C1CCCCCCCC(CCC1)C(F)F,10.064951
CCCC(C)(CF)CC,10.064135
CC1C(C)C2CC1C2C,10.063591
CCCC3C4CC(C4)C3,10.063319
C1CCC(CCCC)C1(F)F,10.062774
CC1CC1CC(F)(F)F,10.062774
CCC1C2CCC1C2C,10.062774
CCCCC3CCCC3(F)F,10.062774
CCC2C3CCC2C3C,10.062502
CCC1CC(CC1C)C,10.061142
C1CCC(CCC)C1(F)F,10.060869
CCCC3CCCCC3(F)F,10.060325
C1COCOC1(F)F,10.059781
CC(C)C12CC(C1)C2C(F)F,10.059509
FCC2CCCCCC2CF,10.05842
CCCCCCC(CC)CCCC,10.055155
CCCC2CC(C)(C)C2,10.055155
CCC(CC2CCC2)C,10.054067
CC2C3CCCC3CC2,10.053795
CCCCCC2CCC2,10.05325
CCC3CCCC3CC,10.052978
FCCCCC(C)(CC)CF,10.052706
CC1CCC3CCC1C3,10.052706
CCC1C2CC(C2)C1C,10.05189
CCC1C2C3C(C)C2C13,10.050529
CCC(C)(C)CCC,10.050257
CC(C)C1C2CC1C2C(F)F,10.049169
FCCCCC3CCC3CF,10.049169
CCC1CCC(C)CCC1C,10.049169
CC2CCCCC(C)C2,10.048624
CC1CCCCC(C1)C,10.048352
CC(C)(C)CCCCC,10.045903
CCCCC(CC)(C)C,10.045903
CCCCCCCCCCCCCCCCCC,10.045903
FCC1(C)CCCC1F,10.045631
FCC2CCCCC(C)C2F,10.044815
CCC2C3CC2C(C)C3,10.044543
FCC(C)CCC2CCC2F,10.044543
CC(C)(C)CCC(C)C,10.044543
CC2CC3CC2C3CC,10.044543
FCC(C)CCC3CCC3F,10.044543
CCCCCC(CCCC)CCCCC,10.042094
FCCCC3C4CC3CC4F,10.041549
CCCCCCCC(CC)CCC,10.041549
C1CC2C3CCC2C1C3(F)F,10.040189
FC(F)(F)C1C2CCC21,10.0391
CCCCCC2CCCC2C,10.038828
FCC1CC3C4CC3C1C4F,10.038012
C1CC2CC2C1(F)F,10.038012
CCCCCCC(CCCC)CCCC,10.03774
CCC1C2C(C)C1C2C,10.037468
CC(C)CCC1CCCC1(F)F,10.036651
CCC1CC(C1)C,10.035835
CC1CC(CC)C1,10.035835
CCC2CC(C)C2,10.035835
CC1(C)C2CC1C2(C)C,10.035291
CCC.CCCCCC,10.035019
C1CCC3CCCC3C1,10.034474
CCC1C2CCC1C2,10.034474
C1CCCCCCCCCCCC1(F)F,10.033658
FCCCC3(C)CCCC3F,10.033114
FCC2CCCC(C)C2F,10.03257
CC(C)C12CC(C1)C2(F)F,10.032025
CCC2C3CC2C3CC,10.030937
CCC1C2CC1C2CC,10.030937
FCC(C)C2CCCC2F,10.029848
CCCCCCCCCCCCCCCCCCC,10.028488
FCC12CC(C1)C1CC2C1F,10.026855
CC(C)C2C3CC2C3C,10.026583
FCC2CCCC(CC)C2F,10.025223
CCC2C3CC2(C)C3,10.024678
CCC1C2CC1(C)C2,10.024406
CCC2CCCCCC2,10.024134
CCC3CCCCCC3,10.024134
C1CC(C2C3CC2C3)C1,10.02359
C1CC(C1)C1C3CC1C3,10.02359
CCCCCCCCCCCCCC(C)C,10.023318
CCCC2CCC2CC(F)F,10.022501
CCCCC(C)C(C)C(CC)C,10.022229
CCC1C(C)CCC1C(C)C,10.020597
FCC1(C)CCC1CF,10.01842
FCC1(C)C2C3CCC2C31F,10.017875
CCCCC(CCC3CCCC3)CCC(F)F,10.017603
CC(C)C2CCC(C)C2(F)F,10.017059
CC(C)C1C2CCC1C2(F)F,10.016243
CCCCC3C(C)CC3,10.014882
CCC2C3C4CC3(C)C24,10.01325
FCCCCC3C(CC3)CF,10.012705
FCC12CC3CC1CC3C2F,10.012161
C1CCCCCCCCC1(F)F,10.010801
CCCC1CCCC(C)CC1,10.00944
FCCCC(C)C(C)(C)CF,10.008351
CCCCCCCCC(CC)C(F)CCCCC,10.008351
CCCCC(CCCC)CCC(C)CC,10.007807
CC(C)C1CC(C1)C(F)F,10.007535
C1CCCCCCCCCCCC1,10.006175
CCCCCCC(CCCC)CCCCC,10.005358
FCC1CC3CC1CC3F,10.003726
CC1CCC3CCCC31,10.002637
CC1CCC3C1CCC3,10.002637
CC2CCC3CCCC32,10.002637
CC1CCC3CCCC13,10.002637
CCC2CCCC2(F)F,10.001549
CCC1(C)C2CC1C2,10.001004
C1CC(C1)C1CCC1,10.001004
C1CC2C1C1C3CC1C23,10.000732
FCC12CCC(CC1)C2F,9.999916
C1CCC23CC(C2)C3C1(F)F,9.999916
CCCCCCCCCCCCCCCCCCCCC,9.999916
CC12CCC3(C)C1CC23,9.998828
CC1C2CC1(C)C2C,9.998828
CCCCCCCCCCCC(C)CCC,9.998283
CCC2CCC3CCC32,9.998011
CC1C2C3(C)CC2(C)C13,9.997467
FCC2CC3CC(C)C2C3F,9.997195
CCC1CC(CC)C(C)C1,9.997195
FCCCC(C)(C)CCCF,9.995834
FCC(C)C2CCCCC2F,9.995562
FCC(C)C2C3CCC2C3F,9.995562
C1CCC2CCC2C1(F)F,9.99529
C1CCC3CCC3C1(F)F,9.99529
CCCCCCCCCCCCC(C)CC,9.994474
FCC(C)CC2CCC2CF,9.993657
CC1C2CC1C21CC1,9.993113
CCC(C)(C)CCCC,9.992841
CCCCC(C)(CC)C,9.992569
FCC12CCC(C)(C1)C2F,9.992025
FCC12CC(C)(C1)C2(C)CF,9.989304
CCCC1C2CCC1C2,9.989304
CCC2C3C(C)C2(C)C3,9.989031
FCCCCC34CC(C3)C4F,9.989031
CCCC3C4CCC3C4,9.989031
CCCCCCCCCCCCCCCCCCCCCC,9.988487
CCCCCCCCCC(C)CCCCC,9.988215
CCCCCCCCCCCCCCCCCCF,9.988215
CCCCCCCCCCCCCCCC(C)C,9.98495
CCC1CC2(C)CC1C2,9.984405
CC1C(C)CCC1CC,9.983861
CCCC1C2CC1(C)C2,9.982501
CCCC2C3CC2(C)C3,9.982229
CC(C)(C)C(C)(C)CF,9.981956
CCC2CC(C)C(C)C2,9.980868
CCC1CC(C)C(C1)C,9.980868
CC(C1CC1)C(F)(F)F,9.980324
C1C2CC1C1C3CC1C23,9.978963
CC(C)CC1CCCC1(F)F,9.978691
FC(F)(F)CCC1CO1,9.978419
CCC1(C)C2CC1C2C,9.978147
CCC2(C)C3CC2C3C,9.977875
CCC(C2C3CC2C3)C,9.977875
CC(C)C2CC3CC2C3,9.976786
CCC23CC(CC2)C3,9.976786
CCC12CCC(C1)C2,9.976514
CC1CC2(C)CC1C2,9.976242
CCCC(C2CCC2)C(F)F,9.975698
CCCC(C)C3CCC3,9.975154
CCCC(C)C2CCC2,9.975154
CC(C)C1CC1C(F)F,9.974065
CC1C2CC(C)(C2)C1C,9.973521
CC1CC2C3CC2C13C,9.973249
C1CC2CCC1C2(F)F,9.972432
CC1CC2CC1(C)C2,9.972432
CCC(C)C2CCC2,9.971344
C1CC2C3CCC2C3C1(F)F,9.970528
CCC23CCC4C2CC43,9.970256
CCC12CCC3C1CC32,9.969983
CCCCC3CC(C)C3,9.969439
C1CC2C3CC1C2C3,9.968623
FCC1(C)CCCCC1F,9.968079
CCC1CC(C1)CC,9.967262
CCC12CC(CC)(C1)C2,9.966718
C1CCC(C1)C1CCC1,9.966718
CCCCCCCCCCCCCC(C)CCC,9.96563
CC12CC3C1CCC32,9.96563
FCC1(CC(F)(F)F)CC1F,9.965085
