SMILES,DFT_gap
CCCCCCCCC(C)C1CCCC(C)C1C,9.504941
CC1CCCCCCC(C(C)C)C1,9.509022
CCCCC1CCCC1CCC(C)C1CCCCCC1,9.512288
CCCCC1C(CC)CCCCC1C(CC)CCC,9.512288
CCCCCC1CCCCCCC1CC(C)C(C)C,9.513104
CCCCC(C)C(C)(CCCC)C(CC)CC,9.513104
CCCCCCCCC(C)C(C)(CC)C(C)C,9.515825
CC(C)CCCC1CCCCCCCCC1,9.516369
CCCC(C)CC(C)(C)CC(F)CC,9.519363
CCCC1CCC(C)CCCC1C,9.519907
CCCCCCCC1(C)CCCC(CCC(C)C)C1,9.520451
CCCC1CCCCCC(C)CC(F)CCC1,9.522356
CCCCCCCCCCC(C)(C)CCCC,9.525349
CCCCCCC1C(CCCC)CCC1CCCC,9.525893
CCC(CCCCCC1CCC1C)CC1CCCC1,9.526166
CCCCCCCC1CC1C(C)C(C)CCC,9.527254
CCC1CCC(C)CC1C(C)C,9.527254
CCCCC(C)CC1CCCCCCC1CC,9.527798
CCC1CCCCC2CCCC2CCCCCCC1(C)C,9.529703
CC1CCCCCC1C(C)CC1CC1,9.532424
CCCCCCCC1CCC1CCCC(CCCC)CCCC,9.532968
CCCC1C(C)CCCCCC1(C)C,9.533785
CCCC1CC1CCC1CCC1,9.534873
CCCCCCCCC1C(C)CCCCCCCCC1C,9.53569
CCCCCCCC(C)CC1CCCCC1C,9.53705
CC1C(C)C(CCCCCF)C1CF,9.538955
CCCCCCCCCC1CCCCCCCCC1,9.540315
CCCCC(C)(CCCC)C(CC)CC,9.54086
CCC1CCC(C)CCCC1C,9.541404
CCCCCCCCC(C)(C)CCC(CC)CC,9.542765
CCCC1CCCCCCCCCCC(CC(C)C)CC1,9.54739
CCCCC1CCCCCCCCC(CC)CC1,9.547663
CCCCC1CCCCCCCCCCCC(C)CCCCC1,9.548751
CCC(C)CCC1CC(C)CCC1C,9.549295
CC1CCC(C2CCCCC2C)C1C,9.549567
CCCCCCCCCC(C)(CC)C(C)CCC,9.5512
CCCCCCCCCC(C)(C)CC(C)C,9.55501
CCCCC(C)CC(C)(CCC)CCCC,9.555282
CCCCC1(CCC)CCCC1CCCC(C)CC,9.555826
CCCC1CCCCCCCC(CC)C1,9.56018
CCCCCC(C)(CCC)C(CC)CC,9.56154
CCCCCCC(CC)CCCCC(CC)C1CC1,9.563173
CCCCCCCC(CC)C(CC(C)C)CC(C)C,9.564262
CCCCCC1CC1C(C)CCCC,9.565078
CCC1CCC(C)CCCCCCC1C(C)C,9.566438
CC(C)CCCCC1CCCCCC(C)C(C)C1,9.56916
CCCCCCC(C)CC(CCCC)C(CCC)CCCCF,9.572425
CC1CCCCCCCCCCCCCCCC1C,9.573786
CC1CCCCCCC1CC1CCCCC1,9.573786
CCCCCCC1CC(C)CCC(CCCC)C1,9.574602
CC(C)CC(C)CCCCCC1CC1,9.575146
CCCCCCCCCCCC1CCCCCC(CC)CC1,9.57569
CCCCCCCC(C)CC(CCCC)C1CCC1,9.576235
CCCCCCC(C)(CC)C(C)CCCC,9.576507
CCCCCCCCCCCC1CCCCC1C,9.578139
CC1CCCC(C)C(C)C(C)CCC1,9.580316
CCCCCCCC1(C)C2CCC1C2,9.581133
CCCCCCC1CCCC(C)CCC(CCC)C1,9.583854
CC(C)CCCC(C)C1CCCC(C)C1,9.583854
CCC(C)CCCCCC1CCCCC1C,9.588752
CCCCCCCCC1CC(C)CCC1C,9.59501
CCCCCCCCCCC(C)CCCCCC(C)(CC)CCC,9.595283
CCCCCCC(C)CC(C)CC(C)(C)CC,9.595555
CC1CCCC(C)CC(C)CCC1,9.599092
CCC(CCCCCCCC(C)C)C1CCCCCC1,9.599092
CCCCCCCC(C)CC1CCCCC1CC,9.602085
CCCC1CCCCC1CCCCC(C)C,9.602085
CC1CCCC(C)C(C)(F)CC1,9.605079
CCCCCCCCC1CCC1CC(C)C,9.605895
CC1CCCC(C)C2CCCC2C1,9.606983
CCCC(C)CCCCCC1CCCCC1C,9.607256
CCCCCCCCCCCCC1CCCCCCC1,9.609432
CC(C)CCCCCCC1CCCCC1C,9.609977
CCCC1CCCCCCCCCCCC1,9.611337
CCCCCCCCC1CCCCCCC1,9.611337
CCCCC1CCCCC(CCC)C1CC,9.611881
CC1CCCCCCCCC2CCCCCC12,9.612426
CCCCCC1CCCCCCCC(C)CCCCCC1,9.612698
CCCCCCCCC(C)C(CC)C(C)C(C)C,9.613242
CCC(C)CCC1CCCCCCC1,9.613242
CCCCCCC(C)(C)CC(C)C,9.61433
CC1CCCCCCCCC2CC1C(C)(C)C2,9.614603
CCCCCCCCCCCC(C)(CCCCC)CCCCC,9.617324
CCCCCCCCCCCC1CCCCCCC(C)C1,9.618412
CCCC(C)CC(CCC)CC(C)CC,9.618412
CCCCC1CCCCCCCCC1CC,9.620861
CCCCCC1CCC(CC)CCCCC(CC)C1,9.62331
CCCC1CCCCC1CC(CC)CC,9.624943
CCCCCCCCCC1(CCC)CCC1,9.625215
CC(C)CCCCC1CCCCCCC1,9.625759
CCCCCCC(CC)CC(C)C(C)(C)C,9.626303
CCCCCCCCCC1CCCCCCC1,9.626576
CCCCCCC1CCCCC(CC)CC1,9.627392
CCC1CCCCCCC(C)C(C)CCC1,9.627664
CCCCCCC(C)CC(C)(C)C,9.630113
CCCC1CCCCCCCCCCCCC1C,9.630385
CCCCCCCCCCCCCC1CCCCC(C)C1CC,9.630929
CCCCCCCCCC(C)CCCC(C)(C)CC,9.631474
CCCC1CCCCCCCCC1CCC,9.632562
CCCCCC1CCCCCCC(CCC(C)C)C1,9.632562
CCCC(C)(CC)CCC(CC)CCF,9.633378
CCCCCC(CC)C(C(C)C)C(CC)CC,9.633923
CCCCCCC1CCC(C)CCC1(C)C,9.634467
CCCCCC(C)(CCC)C(C)CCC,9.635283
CCCCCCCCCCCCCC1CCCC(CC)C1,9.635827
CCCCCCC(C)(CCCCC)C(C)CC,9.638004
CCCCCC(C)(C)CCCCCC(CC)CCC,9.638277
CCC(C)C(C)CC(C)CCC(C)(C)CC,9.639365
CCCC1CCCCCCCCC(C)C1,9.639637
CCCCCCCC(C)CCC1CCC(C)CC1,9.639909
CC1(C)CCCCCCCCCCCC1,9.640726
CCCCCCCC(CCC)C(CC)(CC)CCC,9.64127
CCCC(C)CCC1CCC(C)CC1,9.642086
CCCCCCC(CCCC)CCC(C)(C)CC,9.644535
CCCC(C)CCC1CCCCC1CCC,9.644535
CC(C)CCCC1CCC1CC(C)C,9.645079
CCCCC(C)CCCCCC1CCC(C)(CC)C1,9.645079
CCCCCCCCCC1CCCCCCCC1,9.647256
CCCCC(CCC)C(C)CCCC(C)(C)C,9.647528
CCCC1CCCCC1CC1CCCCC1,9.6478
CCCCCCCCCCC(CC)C(C)(C)CC,9.648345
CCCCCC(CCC)C1(C)CCC1F,9.65025
CC(C)CCCCCC1CC1,9.651066
CCCCCC(C)CC(C)CCCC(C)(C)C,9.651338
CCCCCC(C)C1CCCC1(C)C,9.652426
CC(C)CC(C)(C)CCF,9.652699
CCCCCCCC(C)CCCC(C)(C)CCC,9.653243
CCCCCCCCCC1CC(C)C1C,9.654331
CCCC1CCCCCCC(C)C(CC)CCC1,9.654331
CCCCCCCCCC1CCC(C)CC1,9.654603
CC(C)C1CCCCCCCCCCCC1C,9.65542
CCCCCCC(CC)(CCC)CCCC,9.657052
CCC(CC(C)CCCCCC(C)C)C1CCCC1,9.657052
CCCCCCCC(C)CC(C)CC1CCC1CC,9.657869
CCCCCCC(C)(C(C)C)C(F)CCCCC,9.660046
CCCC1CCCCC1CC1CCCC1,9.661134
CCC(C)C1CCCCCCC1CC,9.661678
CC(C)CCC1CCCCCCCCC1C,9.66195
CCCCCCCC1CCCC1CC(C)C1CCCC1C,9.66576
CCCC1CCCCC(CC)CCCCCC1C,9.66576
CCCCCCCCC1CCCC(CCC)CCC1,9.669025
CCCCC(C)CC(CCCC)CCCC,9.66957
CC(C)CCC(C)CCC1CCCCCC(C)CC1,9.670386
CCCCCCC(C)(C)CCCCC(C)CCC,9.671202
CCC1CCCCCC(CCC(C)C)CCC1C,9.671747
CCCCCC(C)CCC(CCC)C(C)(C)C,9.672019
CCCCCCCCC(C)CC(C)C(CCC)CCC,9.672019
CCCCCCC(C)C(C)(C)CCCCCC,9.672019
CCCCCCC(C)(CC)C(C)C,9.673379
CCCC1CCCCCCCCCC1CC,9.67474
C.CCCCCC(C)CC(CC)C(CC)CCCCC,9.676372
CCCCCCC1CCCCCCC(C)C(CC)CCC1,9.676372
CCCCC(C)(C)CCCCCC(CCC)CCC,9.676372
CCCCCC(C)CC(CCCC)CCC(C)CC,9.678277
CCC(CCC(C)C)CC(C)CCCC(C)C,9.679638
CCCCCCCCCCC1CCCCCCCC(C)CCCC1C,9.681543
CCCCCCCCCCCCCC1(C)CC(C)C1,9.681543
CCCCCCCCCC1C(C)C(C)C(C)C1CC,9.681815
CC(C)CCCCC1C(C)CCCC1C,9.682359
CCCCC(C)CC(CCC)C(C)CCCC,9.682631
CC(C)CC1CCCCCC(C)CC1,9.682903
CCCCCCCCCC(C)(CCC)CCC,9.682903
CCCCCCCC1CCCCCCCC1,9.683447
CCCCC(C)C(CCC)CCC(CCC)CCC,9.68508
CC1CCCC(C2CCC2C)C1,9.686169
CCCCCCCCC(C)(C)CCCCCCC,9.687257
CCCCCC(C)CCCCCCCC1CCCCC1C,9.68889
CCCCCCC(C)(CCC)CCCCC,9.689162
CCCCCCCCCC(C)(C)CCCCCC,9.689706
CCCCCCCCCCC(C)(CC)CCC,9.689978
CCCCCCCCC1(C)CCCC1C,9.691339
CC(C)CC(F)C1CC(C)C1C,9.692971
CCCCC(C)C(CCC)CC(C)CCC,9.694332
CCCCCC1C(C)CCCC1CC,9.695148
CCCCCCC(C)C1CC(C)C1,9.695693
CCCCCCCCC1CC(CCCCC(C)C)C1,9.696237
CCCCCCCCCCCCCCCCC(C)(C)C,9.697053
CCCCCCC(C)CC(CCCC)CCCCCC,9.69923
CCCCCCCC(C)CCC(CC)CC(C)CC,9.699774
CCCCCCCCCC(C)C1CCCCC(C)C1,9.700046
CCCCCC1CCCCC(C)CC(C)CCCC1,9.700318
CCCCCCC(CCC(C)C)CC(C)CC,9.700863
CCCCC1CCCCCCC(C)CCC(CC)C1,9.701407
CCCCCCCCCC(C)C(C)(C)CC,9.701407
CCCCCCCCCCCC1CCCCC(C)C1C,9.701679
CCCCC(C)CCCC(CC)CC(C)CCCC,9.701951
CCCCCC1CCCC(C)CC(C)CC1,9.701951
CCCCC(CCC)CCC(C)(C)CC,9.702495
CCCCCC(CCC)CC1CCCCC1,9.703312
CCCCCC(C)(CCC)C(C)C,9.703856
CCCC(C)CCC(C)(C)C(C)C,9.703856
CCCCCCCC(C)C1CC1CCCC,9.704944
CCCCCCCCCCCCC(C)C(C)CCC,9.705761
CCCCCC(C)C1CCCCCC(C)C1C,9.706305
CCCCCCCCCCCC(C)(C)CCCC,9.706849
CCC(CC)CCC(C)C(C)(C)C,9.707121
CCCCCCCCCCCC1CCCC(C)(C)CC1,9.707393
CCC(C)CC(CCCF)CC(C)C,9.707666
CC1CCCC(C)CC(C)CC1,9.70821
CCCCC(C)CC(CCC)C(C)CCC,9.70821
CCCCCCCCCC(C)(C)CCCCC,9.709026
CCC(C)CCCC1CCC(C)CC1,9.709298
CCCCCCCC(CCCCCC)CC(C)CCC,9.710931
CCCCCCCCCCC1CCCC(CCCCC)C1,9.711203
CC1CCCCCCCCC(CC2CCCCC2)C1,9.712019
CCCCCCCCCC1CCC(C)(C(C)C)C1,9.713652
CCCCCC(C)(CCC)CCCCC,9.714468
CCCCCCCC(CC(C)CC)C(C)CCC,9.716101
CCCCCC1CCCCCCC(C)CC(C)CCC1,9.716101
CCCCC(C)CCCC(CC)CC(C)CCC,9.716101
CCCCCCCC(CC)CC(C)CCCC(C)C,9.716101
CCCCCC(C)C(CC)CC(CC)CCCC,9.716373
CCCCCCC(C)C(C)(C)CCCC,9.71719
CCCCCCCCC(C)C(C)(C)CC,9.717462
CCC(C)CCCC(C)C(CC)CC(CC)CC,9.718822
CCCCCCC(C)(CCC)CCCC,9.719094
CCCCC1CCCC(CC)CCC1,9.719366
CCCCCCC(CCCCC)C(C)CCC(CC)CC,9.719911
CCCCCCCCC(CCC)CCCC1CCC1C,9.720183
CCCCCCC(C)CC(CCCCC)C(C)C,9.720999
CCC1CCCCCC(C)C(C)(CC)CCC1,9.721271
CCCCCCCCCCCC(C)(C)CCC,9.721543
CC1CCCC1CCCC1CCCCCCCC1,9.72372
CC(C)CC1CCC(C2CCCC(C)C2)C1,9.725081
CCCCCCCCC(C)(C)CCCCC,9.725353
CC1CC2CCC1CCCCCCCC2C,9.726169
CC(C)CC1CCCCCC1C(C)C,9.726441
CCCC1CC(C)C(CC)C1CC,9.728618
CCCCCC1CCCCC(CC)C1C,9.729707
CCCCC(C)CC1CCC(CC)CC1,9.729707
CCCCC1CCCCCC(CC)C1C,9.729707
CC(C)CCCC1CCCC(C)C(F)C1,9.730795
CCCCCC(C)CC(CCCC)CCCCC,9.731612
CCCCCCCCCCC(C)CC1CCCC1,9.731884
CCCCCC(CCC)CC1CCCCCC1C,9.733789
CCCCCCCC1CCCCC(F)C1C,9.734333
CCCCCCC1CCCCC1CC,9.734605
CCCCCCCCCC1CCCCCC1CC,9.736782
CCCC(C)CC(CCC)CCC(C)CC,9.737054
CCCCCC(CCC)CCC1CCCCC(C)C1,9.738142
CCCCCCC(C)CC(C)CCCC(CC)CC,9.738414
CCCCCCC(CCCC)CC(C)CCC,9.738687
CCCC(C)CCCC(CCC)CC(C)C,9.739503
CCCCCCCCCC(C)C(C)(C)C,9.739775
CCCC1CCCCCC(C)C1CC,9.740863
CCCC1CCCCC1CCC(C)C,9.740863
CCCCC(C)C1CCCCCCCC(C)CC1,9.741408
CCCCCCC(CCCC(C)CC)CC(C)CC,9.74168
CCCCCC(C)(CCCC)CCCCC,9.741952
CCCCC(C)CCC(C)(C)CCCC,9.744129
CCCCCCCC(C)CCC(CC)CCC(C)CC,9.744945
CCCCCCCC(C)CCCCCC(C)C,9.745217
CC(C)CCCCC1CCCCCCCC1,9.746034
CCC1CCCCCCCCC(CC)CCCC1,9.74685
CCCCCCCCC(CC)C(C)CC(C)C,9.747122
CCCCC1CCC1CCC1CCC1,9.749843
CCCCCCC(C)(CCCC)CCCC,9.75066
CCCCCCCC(CC)CC(C)CC(C)CCC,9.750932
CCCCCCCC(C)C1CCCCCC1,9.752836
CC(C)CCCCCCCCC1CCC1C,9.753381
CCCC(C)CCCC(C)(C)CC,9.753925
CCC1CCCC(C)CC1CC(C)C,9.754469
CCCCCCCCC(C)CCCCC(CC)CC(C)C,9.755286
CCC(C)(CC)C(C)CCCCF,9.75583
CCC(CCCCCCCC(C)C(C)C)CC(C)C,9.756918
CCCCCCCC(CC)CC(C)CCCCC,9.757462
CCCCCCC(C)CC(CCC)C(C)C,9.758007
CCC(CC)CCCCCC(C)C(C)C(C)C,9.758551
CCCCCCC(C)C(C)(C)CC,9.761272
CCCCCCCCCC1CCC1CCCCC,9.761544
CC(C)CCC(C)CCCC1CCC1,9.763177
CCCC(C)CCC(CC)CC(C)CC,9.763449
CCCCCC(C)(CC)CCC(C)CCC,9.763449
CCCCCCC(CCCCC)CC1CCC(C)C1,9.763993
CC(C)CCCCCC1CCCCCC(C)C1C,9.764537
CCCCCCCC(C)(CCC)CCCC,9.76481
CCCCCCC(CC(C)CC)C(C)CC,9.765626
CCCC1CCCC(CCC)CCC1,9.765626
CCCC(CC)CC(C)CCCCCC(C)CC,9.766986
CCCCCCC(CC)CC(C)C(C)CCCC,9.769163
CC(C)CCCCCCCCCC(C)(C)C,9.769163
CCCCC(CCCCCF)CC(C)CC,9.769435
CCCCC(C)C(C)(C)CCCC,9.76998
CCCCC(C)C(C)CCC(CC)CCC,9.771068
CCCCCCCC(C)CC1CCCC1CCCCCC,9.771612
CCCCCCC(CC)CC(C)CCCCC,9.771612
CCCCCCCCCCCC1CCCCC(C)C1,9.772429
CCCCCC1CCCCCCCC1,9.772701
CCCCCC(CCCCC(C)CCCC)CC(C)C,9.773789
CCCCCCCCC(CCC)C(C)CCCCCC(C)C,9.773789
CC(C)C(C)CCCCCC1CCCCCC1,9.774606
CCCCCCC(CCCCC)C(C)C(C)CCCC,9.774878
CCCC(C)CCC(CCC)CC(C)C,9.774878
CCCCCCCCC(CCC)C(C)CCCC(C)C,9.775422
CCCCCCCCCCC(C)CCC(C)C(C)C,9.775694
CCCC1CCCCCC(C)CC1,9.776238
CCCCCC(C)CC(C)CC(C)CCC,9.776238
CCCCCCCC(C)CC(CCC)CCC,9.776238
CCCCCCCCCCC(CCC)CC(C)C,9.77651
CCC(C)CCCC(C)C(C)(C)C,9.77651
CCCCC(C)CCCCC(C)CCC(CC)CC,9.777055
CCCCCCC(C)CC(C)CCC(C)CCC,9.778143
CC1CCCC(C(C)C)CC(C)C1,9.778415
CC(C)CCCCC1CCCC(C)C1,9.778415
CCCCCC(C)(CCCC)CCCC,9.779504
CCCCCCC(C)(C)C(C)CC,9.779776
CCC1CCCCCCC(C)CC(C)CC1,9.780592
CCCCCC1CCCCCCCCC(CCCC)CC1,9.781408
CCCCC(C)CC(C)CC(C)C(C)CC,9.782497
CC1CCCC(C)CCC(C)CCC1,9.783585
CCCCCC(CCC)C(CCCCC)C(C)CC,9.784402
CCCCCCCCC(CCCC)C(CCC)CCCC,9.784402
CCCCC(C)(CCC)CCCC,9.784946
CCCCCCC(CC)CCCC,9.785762
CCCCC(CCCC)CC(C)CCC,9.785762
CCCCCCC(C)C(CC)CCC(C)CCC,9.786307
CCCCCC(C)CCCC(CC)C(CC)CCC,9.786307
CCCCCCC1CCCCCC(CC)CCCC1,9.786307
CCCCCCCCC(C)C1CCCCC1,9.786851
CCCCCCC(C)CCCC(CCC)CCC,9.788756
CCCCC(CCC)C(C)CC(C)CCC,9.789028
CCCC1CCC(C)CC(CC)C1CC,9.7893
CCCCCCC(C)C(C)(CC)CCC,9.789572
CCCCCCCCCCCCC(C)(C)CC,9.789572
CCCCCCCC(C)C(C)(C)C,9.789572
CC(C)CCCCC(C)C(C)(C)C,9.789844
CCCCCCCCCC1CCCCCCC1C,9.790388
CCCC(C)CCC(C)C(C)C(C)CCC,9.790932
CCCCCCCC(C)CCC(CC)CCCC,9.791749
CCCCCCCC(C)CC1CCCC1,9.792021
CCCC(CC)CC(C)CCCC(C)C,9.792837
CCCCCCC(CC)CC(CC)CCCC,9.794198
CCCCC(C)CC1CC(C)C1,9.79447
CCCC(C)CCC(CCC)C(C)CCC,9.796103
CCCCC(C)CC(C)CC(C)CCC,9.797191
CCCCCCC(C)CC(C)C(C)CCCCCC,9.797463
CCCCCC(CCC(C)C)CC(C)C,9.79828
CCCCCCC(CCC)CCCCC(CC)CCCC,9.798552
CCCCCCC(CC)CCCCC(C)CC(C)CCC,9.79964
CCCC(CC)CCC(C)(C)CC,9.79964
CCCCCCC1CCCCCCC1CC,9.799912
CCCCCCC1C2CC(CC)C1C2,9.802361
CCCCCC1CCCC(C)CC(F)CC1,9.802633
CCCCC(C)C(C)CCC(CC)CC,9.804266
CC(C)CCCC(C)C1CCCC(C)CC1,9.80481
CCCCCCCC(C)CC1CCCC1C,9.805082
CCCCCC(C)CCC(CC)CCCCC,9.805354
CC(C)CCCCC1CCCCCCC1C,9.805899
CCCCCCCC(C)CC(C)C(CC)CCCC,9.805899
CCCCCCC(C)(C)CCCC,9.806443
CCCCCCC(C)CCC(CC)CCCC,9.806443
CCC1CCC(CCCC(C)C)CC1CC,9.807259
CC(C)CC(C)CCC1CCCCC(C)C1,9.80862
CCCCCCCCC(CCC)CC(C)C,9.809708
CCC(C)CCC(C)CCCC(C)CCF,9.809708
CCCCC(C)C1CCC(C)C1,9.809708
CCCCC(C)CC(CCC)CCCC,9.810797
CCCCCCCCC(CCCCC)CCC(C)CC,9.811341
CCCCCC(CC)CCC(C)CCC(C)C,9.812157
